gFx,gFy,gFz
-0.011,0.089,-1.479
-0.034,-0.022,-1.007
-0.109,-0.093,-0.623
-0.142,-0.092,-0.329
-0.101,-0.052,-0.151
-0.002,-0.031,-0.048
0.096,0.001,0.06
0.132,0.051,0.191
0.164,0.109,0.316
0.243,0.171,0.374
0.346,0.228,0.378
0.443,0.321,0.397
0.477,0.406,0.458
0.467,0.465,0.519
0.485,0.511,0.578
0.499,0.493,0.632
0.511,0.47,0.681
0.522,0.473,0.747
0.546,0.473,0.832
0.568,0.481,0.89
0.557,0.522,0.853
0.496,0.594,0.677
0.444,0.674,0.477
0.405,0.734,0.294
0.379,0.752,0.144
0.334,0.752,0.101
0.34,0.717,0.147
0.447,0.644,0.214
0.684,0.594,0.201
0.996,0.638,0.055
1.309,0.794,-0.582
1.516,1.043,-1.777
1.49,1.288,-3.158
1.261,1.364,-4.254
1.03,1.148,-4.84
0.905,0.803,-4.916
0.793,0.406,-4.64
0.659,0.051,-4.099
0.611,-0.229,-3.548
0.724,-0.446,-3.042
0.897,-0.582,-2.678
0.84,-0.591,-2.727
0.52,-0.508,-2.914
0.11,-0.441,-2.898
-0.22,-0.419,-2.604
-0.421,-0.446,-2.13
-0.496,-0.5,-1.617
-0.487,-0.557,-1.15
-0.483,-0.597,-0.813
-0.541,-0.585,-0.64
-0.62,-0.546,-0.553
-0.67,-0.512,-0.479
-0.688,-0.481,-0.417
-0.67,-0.461,-0.307
-0.619,-0.448,-0.155
-0.564,-0.423,-0.021
-0.487,-0.401,0.057
-0.367,-0.384,0.038
-0.285,-0.361,-0.152
-0.258,-0.334,-0.429
-0.244,-0.274,-0.712
-0.259,-0.205,-1.003
-0.228,-0.132,-1.197
-0.185,-0.067,-1.345
-0.222,-0.034,-1.514
-0.286,-0.077,-1.566
-0.297,-0.137,-1.503
-0.204,-0.134,-1.499
-0.028,-0.056,-1.755
0.08,0.093,-2.323
-0.002,0.335,-2.895
-0.165,0.585,-3.193
-0.258,0.723,-3.15
-0.222,0.71,-2.911
-0.107,0.644,-2.555
-0.022,0.527,-2.176
-0.023,0.392,-1.794
-0.024,0.266,-1.42
-0.006,0.168,-1.094
-0.024,0.102,-0.836
-0.036,0.051,-0.637
-0.026,0.031,-0.486
0.011,0.031,-0.343
0.058,0.039,-0.165
0.105,0.047,0.027
0.155,0.059,0.222
0.202,0.089,0.369
0.237,0.162,0.436
0.241,0.248,0.471
0.265,0.328,0.48
0.353,0.435,0.477
0.445,0.552,0.477
0.492,0.663,0.526
0.537,0.738,0.671
0.599,0.79,0.864
0.679,0.835,1.053
0.807,0.876,1.216
0.922,0.927,1.294
0.954,0.985,1.224
0.888,1.058,1.055
0.781,1.122,0.865
0.688,1.142,0.717
0.654,1.143,0.608
0.746,1.174,0.48
1.051,1.259,0.281
1.458,1.355,-0.213
1.691,1.597,-1.254
1.618,1.964,-2.727
1.364,2.157,-4.252
0.967,2.036,-5.498
0.679,1.666,-5.993
0.569,1.125,-5.598
0.543,0.561,-4.68
0.63,0.04,-3.713
0.769,-0.389,-2.979
0.827,-0.607,-2.683
0.701,-0.66,-2.745
0.377,-0.636,-2.774
-0.025,-0.581,-2.575
-0.361,-0.57,-2.202
-0.564,-0.58,-1.784
-0.664,-0.586,-1.422
-0.714,-0.572,-1.167
-0.745,-0.528,-1.016
-0.786,-0.475,-0.988
-0.836,-0.393,-1.074
-0.887,-0.286,-1.163
-0.904,-0.23,-1.15
-0.883,-0.2,-1.017
-0.844,-0.183,-0.804
-0.787,-0.163,-0.573
-0.721,-0.16,-0.389
-0.622,-0.145,-0.247
-0.491,-0.112,-0.153
-0.398,-0.099,-0.147
-0.325,-0.077,-0.238
-0.279,-0.02,-0.446
-0.336,0.074,-0.753
-0.491,0.179,-1.158
-0.663,0.29,-1.576
-0.689,0.422,-1.863
-0.45,0.513,-1.994
-0.102,0.561,-2.063
0.187,0.675,-2.172
0.298,0.901,-2.368
0.327,1.228,-2.653
0.27,1.463,-2.91
0.275,1.535,-2.88
0.332,1.471,-2.519
0.317,1.266,-2.015
0.253,1.046,-1.52
0.187,0.825,-1.103
0.149,0.635,-0.757
0.159,0.502,-0.478
0.181,0.402,-0.269
0.196,0.373,-0.138
0.202,0.387,-0.125
0.256,0.339,-0.239
0.27,0.383,-0.279
0.295,0.48,-0.246
0.32,0.529,-0.199
0.337,0.522,-0.088
0.345,0.511,0.072
0.347,0.534,0.258
0.344,0.555,0.418
0.33,0.577,0.548
0.305,0.604,0.664
0.363,0.622,0.726
0.463,0.595,0.785
0.628,0.554,0.822
0.749,0.551,0.834
0.831,0.588,0.849
0.814,0.641,0.833
0.703,0.693,0.773
0.571,0.751,0.663
0.446,0.761,0.572
0.457,0.68,0.631
0.742,0.623,0.853
1.183,0.496,0.947
1.699,0.738,0.537
2.068,1.796,-0.981
2.034,2.884,-3.715
1.661,3.162,-6.584
1.196,2.596,-7.691
0.979,1.86,-6.309
0.881,1.167,-4.257
0.76,0.456,-2.492
0.606,-0.152,-1.676
0.516,-0.288,-1.912
0.456,-0.216,-2.453
0.246,-0.189,-2.739
-0.095,-0.173,-2.658
-0.439,-0.211,-2.316
-0.703,-0.278,-1.926
-0.853,-0.348,-1.57
-0.904,-0.406,-1.263
-0.927,-0.43,-1.005
-0.967,-0.43,-0.795
-1.004,-0.42,-0.604
-0.999,-0.398,-0.43
-0.938,-0.368,-0.281
-0.83,-0.352,-0.174
-0.691,-0.315,-0.083
-0.552,-0.292,-0.035
-0.43,-0.266,-0.025
-0.371,-0.235,-0.013
-0.355,-0.203,0.009
-0.338,-0.183,0.027
-0.353,-0.144,-0.053
-0.412,-0.081,-0.318
-0.481,-0.019,-0.679
-0.489,0.038,-1.016
-0.483,0.074,-1.34
-0.463,0.093,-1.623
-0.403,0.129,-1.8
-0.336,0.245,-2.028
-0.262,0.468,-2.287
-0.119,0.798,-2.483
0.081,1.123,-2.83
0.241,1.236,-3.302
0.397,1.293,-3.425
0.406,1.178,-3.089
0.311,0.984,-2.514
0.276,0.795,-1.891
0.247,0.582,-1.295
0.19,0.392,-0.738
0.159,0.261,-0.286
0.171,0.174,-0.01
0.217,0.148,0.083
0.277,0.186,0.061
0.328,0.27,0.031
0.336,0.329,0.031
0.321,0.377,0.052
0.312,0.439,0.122
0.314,0.469,0.216
0.321,0.489,0.35
0.375,0.537,0.526
0.421,0.569,0.681
0.444,0.608,0.789
0.49,0.651,0.851
0.578,0.672,0.887
0.652,0.677,0.893
0.688,0.679,0.896
0.703,0.708,0.895
0.738,0.775,0.839
0.79,0.836,0.612
0.761,0.843,0.236
0.68,0.882,-0.169
0.668,0.941,-0.499
0.721,0.894,-0.742
0.767,0.846,-1.132
0.838,0.884,-1.825
1.104,1.118,-2.761
1.145,1.44,-3.995
0.938,1.517,-4.954
0.767,1.294,-5.102
0.644,0.906,-4.686
0.513,0.522,-4.043
0.374,0.164,-3.336
0.237,-0.101,-2.726
0.091,-0.259,-2.29
-0.058,-0.356,-1.97
-0.172,-0.394,-1.706
-0.289,-0.385,-1.521
-0.462,-0.414,-1.506
-0.554,-0.361,-1.45
-0.628,-0.355,-1.286
-0.689,-0.367,-1.105
-0.737,-0.368,-0.913
-0.764,-0.376,-0.726
-0.732,-0.407,-0.578
-0.652,-0.442,-0.464
-0.582,-0.458,-0.34
-0.518,-0.467,-0.222
-0.454,-0.447,-0.1
-0.404,-0.398,-0.034
-0.429,-0.347,-0.083
-0.491,-0.291,-0.213
-0.512,-0.222,-0.351
-0.489,-0.15,-0.477
-0.45,-0.076,-0.582
-0.389,-0.022,-0.647
-0.311,0.014,-0.708
-0.263,0.056,-0.86
-0.265,0.1,-1.097
-0.271,0.134,-1.299
-0.202,0.183,-1.461
-0.038,0.237,-1.719
0.252,0.384,-2.101
0.501,0.642,-2.537
0.486,0.929,-2.986
0.323,1.202,-3.354
0.214,1.38,-3.466
0.225,1.388,-3.241
0.237,1.228,-2.818
0.195,1.004,-2.373
0.145,0.764,-1.946
0.148,0.577,-1.526
0.161,0.443,-1.093
0.147,0.342,-0.689
0.111,0.278,-0.375
0.051,0.228,-0.164
0.019,0.203,-0.03
0.028,0.215,0.063
0.034,0.266,0.136
0.004,0.317,0.202
0.026,0.383,0.29
0.106,0.456,0.406
0.209,0.504,0.56
0.306,0.535,0.711
0.413,0.56,0.841
0.532,0.582,0.938
0.679,0.554,1.015
0.861,0.542,1.103
0.998,0.576,1.178
1.015,0.632,1.17
0.943,0.685,1.023
0.867,0.785,0.785
0.77,0.903,0.432
0.657,0.971,-0.098
0.682,1.057,-0.663
0.764,1.129,-1.152
0.734,1.089,-1.577
0.605,1.004,-2.082
0.5,0.99,-2.706
0.431,1.022,-3.293
0.286,0.994,-3.744
0.149,0.827,-3.928
0.076,0.543,-3.761
0.034,0.246,-3.365
-0.023,-0.038,-2.923
-0.099,-0.286,-2.557
-0.2,-0.446,-2.298
-0.333,-0.531,-2.098
-0.464,-0.57,-1.9
-0.542,-0.59,-1.684
-0.556,-0.595,-1.48
-0.567,-0.584,-1.375
-0.606,-0.57,-1.319
-0.65,-0.577,-1.183
-0.675,-0.591,-0.975
-0.679,-0.603,-0.782
-0.657,-0.607,-0.645
-0.619,-0.609,-0.561
-0.565,-0.582,-0.497
-0.502,-0.536,-0.497
-0.45,-0.471,-0.582
-0.381,-0.405,-0.681
-0.318,-0.336,-0.746
-0.298,-0.283,-0.792
-0.28,-0.253,-0.779
-0.256,-0.21,-0.763
-0.302,-0.142,-0.855
-0.393,-0.057,-1.117
-0.398,0.056,-1.474
-0.329,0.196,-1.98
-0.261,0.348,-2.556
-0.198,0.487,-2.934
-0.11,0.628,-3.094
-0.019,0.783,-3.2
0.129,0.906,-3.194
0.266,1.009,-3.031
0.353,1.091,-2.727
0.394,1.051,-2.355
0.415,0.965,-1.942
0.394,0.823,-1.594
0.355,0.663,-1.329
0.325,0.486,-1.104
0.324,0.351,-0.855
0.263,0.289,-0.61
0.112,0.264,-0.405
-0.038,0.259,-0.233
-0.118,0.256,-0.098
-0.109,0.262,0.024
-0.06,0.261,0.174
-0.003,0.297,0.341
0.052,0.334,0.492
0.149,0.381,0.623
0.248,0.431,0.728
0.341,0.49,0.826
0.408,0.55,0.907
0.476,0.587,0.992
0.541,0.619,1.096
0.574,0.649,1.135
0.589,0.688,1.069
0.615,0.729,0.924
0.652,0.797,0.753
0.675,0.873,0.562
0.713,0.939,0.376
0.735,0.979,0.176
0.701,0.98,-0.085
0.741,0.953,-0.4
0.855,0.921,-0.797
0.987,0.929,-1.242
1.019,0.909,-1.686
0.922,0.925,-2.276
0.852,1.103,-3.111
0.738,1.437,-4.204
0.404,1.632,-5.308
0.021,1.486,-5.82
-0.144,1.094,-5.487
-0.124,0.642,-4.601
-0.123,0.201,-3.623
-0.155,-0.179,-2.805
-0.138,-0.438,-2.199
-0.126,-0.574,-1.846
-0.197,-0.597,-1.698
-0.331,-0.551,-1.612
-0.436,-0.513,-1.47
-0.47,-0.523,-1.21
-0.466,-0.564,-0.836
-0.455,-0.599,-0.407
-0.455,-0.644,-0.043
-0.441,-0.683,0.187
-0.378,-0.686,0.33
-0.325,-0.648,0.43
-0.295,-0.58,0.469
-0.314,-0.486,0.409
-0.346,-0.386,0.264
-0.374,-0.292,0.097
-0.402,-0.218,-0.012
-0.43,-0.173,-0.025
-0.441,-0.134,0.012
-0.424,-0.096,0.035
-0.355,-0.063,-0.038
-0.229,-0.035,-0.271
-0.201,-0.028,-0.576
-0.347,0.013,-0.897
-0.588,0.098,-1.323
-0.706,0.145,-1.751
-0.651,0.139,-2.216
-0.502,0.242,-2.855
-0.292,0.476,-3.581
-0.027,0.751,-4.45
0.287,1.002,-5.05
0.548,0.974,-4.868
0.642,0.787,-3.967
0.515,0.548,-2.868
0.376,0.25,-1.936
0.35,0.019,-1.272
0.358,-0.126,-0.914
0.316,-0.162,-0.727
0.203,-0.11,-0.577
0.062,-0.062,-0.369
-0.036,-0.022,-0.036
-0.043,0.005,0.337
0.005,0.031,0.657
0.059,0.092,0.895
0.161,0.225,1.133
0.197,0.365,1.298
0.157,0.517,1.268
0.197,0.737,1.117
0.271,0.922,0.878
0.344,1.025,0.649
0.422,1.067,0.52
0.529,1.049,0.546
0.661,0.943,0.717
0.757,0.819,0.945
0.789,0.76,1.122
0.776,0.796,1.142
0.773,0.898,0.934
0.768,1.002,0.562
0.723,1.086,0.126
0.613,1.106,-0.313
0.548,1.057,-0.693
0.505,0.945,-1.025
0.418,0.785,-1.26
0.381,0.684,-1.521
0.421,0.593,-2.113
0.56,0.524,-3
0.729,0.659,-4.221
0.729,0.851,-5.624
0.505,0.809,-6.495
0.339,0.547,-6.372
0.252,0.162,-5.427
0.133,-0.238,-4.14
0.022,-0.561,-2.906
-0.039,-0.725,-2.073
-0.073,-0.767,-1.677
-0.065,-0.734,-1.432
-0.058,-0.693,-1.204
-0.086,-0.661,-0.948
-0.11,-0.65,-0.668
-0.111,-0.651,-0.414
-0.111,-0.625,-0.212
-0.132,-0.589,-0.081
-0.153,-0.542,-0.012
-0.166,-0.479,0.023
-0.195,-0.411,0.027
-0.228,-0.341,-0.001
-0.23,-0.3,0.006
-0.227,-0.265,0.057
-0.248,-0.233,0.119
-0.264,-0.205,0.169
-0.267,-0.179,0.187
-0.271,-0.15,0.173
-0.313,-0.115,0.125
-0.366,-0.101,0.062
-0.36,-0.114,-0.026
-0.305,-0.127,-0.188
-0.247,-0.141,-0.456
-0.266,-0.193,-0.84
-0.319,-0.238,-1.358
-0.319,-0.225,-1.973
-0.282,-0.184,-2.539
-0.182,-0.064,-2.966
-0.04,0.114,-3.361
0.183,0.353,-3.813
0.375,0.546,-4.125
0.447,0.56,-4.015
0.43,0.504,-3.428
0.35,0.408,-2.709
0.316,0.305,-2.117
0.301,0.218,-1.686
0.274,0.172,-1.358
0.197,0.15,-1.091
0.092,0.188,-0.858
0.002,0.23,-0.655
-0.064,0.246,-0.473
-0.056,0.286,-0.299
-0.028,0.32,-0.141
0.007,0.36,-0.013
0.072,0.397,0.125
0.156,0.425,0.333
0.257,0.464,0.594
0.35,0.499,0.84
0.467,0.533,1.022
0.565,0.558,1.122
0.643,0.566,1.146
0.71,0.581,1.125
0.708,0.575,1.058
0.668,0.598,0.966
0.639,0.628,0.802
0.605,0.675,0.587
0.554,0.71,0.373
0.493,0.723,0.17
0.463,0.712,-0.056
0.482,0.652,-0.349
0.573,0.57,-0.702
0.698,0.531,-1.123
0.704,0.495,-1.784
0.732,0.555,-2.753
0.776,0.736,-3.825
0.622,0.854,-4.748
0.47,0.815,-5.298
0.517,0.574,-5.354
0.62,0.243,-4.908
0.558,-0.041,-4.187
0.423,-0.271,-3.462
0.344,-0.444,-2.808
