time,gFx,gFy,gFz,gFTotal
0.799,0.018,-0.645,-0.802,1.029
0.808,-0.036,-0.627,-0.772,0.995
0.818,-0.123,-0.633,-0.709,0.958
0.828,-0.227,-0.636,-0.679,0.957
0.839,-0.267,-0.640,-0.725,1.003
0.848,-0.287,-0.662,-0.824,1.095
0.858,-0.300,-0.645,-0.984,1.214
0.868,-0.288,-0.598,-1.156,1.333
0.878,-0.267,-0.564,-1.339,1.477
0.888,-0.211,-0.536,-1.464,1.573
0.898,-0.164,-0.528,-1.551,1.647
0.908,-0.118,-0.545,-1.630,1.723
0.918,-0.111,-0.564,-1.664,1.760
0.928,-0.147,-0.542,-1.667,1.759
0.938,-0.205,-0.516,-1.612,1.705
0.948,-0.246,-0.502,-1.545,1.643
0.958,-0.278,-0.494,-1.511,1.614
0.968,-0.269,-0.493,-1.491,1.593
0.978,-0.231,-0.494,-1.449,1.548
0.988,-0.240,-0.492,-1.416,1.519
0.998,-0.246,-0.494,-1.401,1.506
1.008,-0.244,-0.479,-1.402,1.501
1.018,-0.234,-0.470,-1.424,1.518
1.028,-0.251,-0.427,-1.456,1.538
1.038,-0.278,-0.369,-1.460,1.531
1.048,-0.312,-0.305,-1.441,1.506
1.058,-0.370,-0.238,-1.479,1.543
1.068,-0.405,-0.155,-1.602,1.659
1.078,-0.369,-0.063,-1.695,1.736
1.088,-0.275,0.015,-1.770,1.792
1.098,-0.201,0.062,-1.797,1.810
1.108,-0.161,0.060,-1.769,1.777
1.118,-0.148,0.051,-1.709,1.716
1.128,-0.145,0.062,-1.653,1.661
1.138,-0.114,0.064,-1.602,1.607
1.148,-0.082,0.081,-1.566,1.571
1.158,-0.089,0.168,-1.544,1.556
1.168,-0.082,0.217,-1.450,1.468
1.178,-0.074,0.249,-1.366,1.390
1.188,-0.101,0.295,-1.285,1.323
1.198,-0.103,0.330,-1.200,1.249
1.208,-0.099,0.365,-1.145,1.206
1.218,-0.067,0.371,-1.101,1.164
1.228,-0.037,0.380,-1.056,1.123
1.238,-0.058,0.424,-1.037,1.122
1.248,-0.085,0.443,-1.039,1.133
1.258,-0.138,0.442,-1.074,1.170
1.268,-0.174,0.436,-1.029,1.131
1.278,-0.160,0.382,-0.910,0.999
1.288,-0.141,0.384,-0.827,0.922
1.298,-0.126,0.417,-0.771,0.886
1.308,-0.121,0.397,-0.713,0.825
1.318,-0.096,0.353,-0.647,0.743
1.327,-0.051,0.314,-0.606,0.684
1.337,0.024,0.268,-0.588,0.647
1.348,0.099,0.223,-0.576,0.626
1.358,0.157,0.193,-0.549,0.603
1.368,0.227,0.176,-0.511,0.586
1.378,0.297,0.189,-0.486,0.600
1.387,0.261,0.188,-0.480,0.577
1.398,0.124,0.145,-0.427,0.468
1.407,0.060,0.178,-0.348,0.396
1.417,0.069,0.280,-0.324,0.434
1.427,-0.016,0.334,-0.347,0.482
1.437,-0.083,0.373,-0.364,0.528
1.447,0.035,0.338,-0.431,0.549
1.457,0.077,0.255,-0.506,0.572
1.467,0.175,0.177,-0.619,0.667
1.477,0.265,0.147,-0.707,0.770
1.487,0.267,0.182,-0.753,0.819
1.497,0.155,0.275,-0.790,0.851
1.507,0.034,0.311,-0.769,0.830
1.517,-0.032,0.311,-0.746,0.809
1.527,-0.051,0.333,-0.784,0.854
1.537,-0.029,0.395,-0.874,0.960
1.547,0.033,0.459,-0.979,1.081
1.557,0.062,0.484,-1.058,1.165
1.567,0.066,0.447,-1.088,1.178
1.577,0.104,0.373,-1.099,1.165
1.587,0.106,0.298,-1.112,1.156
1.597,0.059,0.316,-1.116,1.161
1.607,-0.091,0.433,-1.107,1.192
1.617,-0.219,0.508,-1.073,1.207
1.627,-0.253,0.552,-1.051,1.214
1.637,-0.290,0.573,-1.070,1.248
1.647,-0.353,0.534,-1.131,1.299
1.657,-0.432,0.452,-1.188,1.342
1.667,-0.501,0.370,-1.215,1.366
1.677,-0.554,0.293,-1.246,1.395
1.687,-0.592,0.254,-1.310,1.460
1.697,-0.590,0.266,-1.434,1.574
1.707,-0.565,0.305,-1.520,1.650
1.717,-0.538,0.332,-1.562,1.685
1.727,-0.505,0.319,-1.574,1.684
1.737,-0.483,0.291,-1.539,1.639
1.747,-0.474,0.246,-1.499,1.591
1.757,-0.501,0.140,-1.494,1.582
1.767,-0.545,0.050,-1.488,1.585
1.777,-0.561,0.017,-1.459,1.563
1.787,-0.551,0.015,-1.407,1.511
1.797,-0.538,-0.005,-1.339,1.443
1.807,-0.500,-0.038,-1.264,1.360
1.817,-0.464,-0.066,-1.188,1.277
1.827,-0.434,-0.086,-1.126,1.210
1.837,-0.359,-0.104,-1.077,1.140
1.847,-0.271,-0.127,-1.028,1.070
1.857,-0.212,-0.147,-0.997,1.030
1.867,-0.171,-0.149,-1.023,1.048
1.877,-0.157,-0.121,-1.087,1.105
1.887,-0.193,-0.099,-1.179,1.199
1.897,-0.245,-0.108,-1.255,1.283
1.907,-0.302,-0.135,-1.299,1.340
1.916,-0.356,-0.164,-1.316,1.373
1.926,-0.377,-0.184,-1.313,1.378
1.937,-0.388,-0.212,-1.283,1.357
1.946,-0.363,-0.250,-1.251,1.326
1.957,-0.326,-0.244,-1.252,1.317
1.967,-0.304,-0.207,-1.283,1.335
1.976,-0.281,-0.187,-1.316,1.359
1.986,-0.261,-0.231,-1.354,1.398
1.996,-0.228,-0.273,-1.362,1.408
2.006,-0.204,-0.279,-1.347,1.390
2.016,-0.192,-0.241,-1.317,1.353
2.026,-0.207,-0.181,-1.292,1.321
2.036,-0.239,-0.156,-1.285,1.317
2.046,-0.300,-0.169,-1.263,1.309
2.056,-0.359,-0.221,-1.256,1.325
2.066,-0.369,-0.300,-1.243,1.330
2.076,-0.372,-0.376,-1.230,1.339
2.086,-0.380,-0.401,-1.246,1.363
2.096,-0.366,-0.370,-1.295,1.396
2.106,-0.355,-0.299,-1.375,1.451
2.116,-0.364,-0.207,-1.480,1.538
2.126,-0.369,-0.105,-1.598,1.644
2.136,-0.343,-0.058,-1.684,1.720
2.146,-0.324,-0.064,-1.485,1.521
2.156,-0.323,-0.130,-1.457,1.498
2.166,-0.296,-0.149,-1.494,1.531
2.176,-0.328,-0.123,-1.579,1.617
2.186,-0.406,-0.094,-1.714,1.764
2.196,-0.455,-0.050,-1.748,1.807
2.206,-0.469,-0.022,-1.671,1.736
2.216,-0.455,0.051,-1.555,1.621
2.226,-0.445,0.181,-1.476,1.552
2.236,-0.458,0.299,-1.452,1.551
2.246,-0.485,0.351,-1.463,1.581
2.256,-0.499,0.358,-1.499,1.620
2.266,-0.494,0.377,-1.516,1.639
2.276,-0.480,0.425,-1.508,1.639
2.286,-0.460,0.479,-1.480,1.623
2.296,-0.446,0.516,-1.442,1.595
2.306,-0.407,0.558,-1.420,1.579
2.316,-0.353,0.593,-1.422,1.580
2.326,-0.328,0.592,-1.408,1.562
2.336,-0.300,0.597,-1.367,1.522
2.346,-0.262,0.617,-1.287,1.451
2.356,-0.235,0.627,-1.194,1.369
2.366,-0.243,0.607,-1.155,1.327
2.376,-0.233,0.568,-1.119,1.277
2.386,-0.196,0.561,-1.066,1.221
2.396,-0.179,0.568,-1.016,1.178
2.406,-0.171,0.563,-0.975,1.139
2.416,-0.145,0.558,-0.927,1.092
2.426,-0.126,0.551,-0.861,1.030
2.436,-0.119,0.534,-0.795,0.965
2.446,-0.116,0.493,-0.773,0.924
2.457,-0.105,0.461,-0.775,0.907
2.466,-0.100,0.458,-0.775,0.906
2.476,-0.101,0.476,-0.762,0.904
2.486,-0.122,0.482,-0.729,0.883
2.496,-0.169,0.463,-0.684,0.843
2.506,-0.179,0.425,-0.662,0.807
2.515,-0.137,0.398,-0.646,0.771
2.526,-0.101,0.388,-0.652,0.765
2.535,-0.060,0.394,-0.651,0.763
2.545,-0.005,0.404,-0.604,0.727
2.555,0.043,0.421,-0.532,0.679
2.565,0.076,0.408,-0.452,0.614
2.576,0.101,0.379,-0.395,0.557
2.585,0.119,0.356,-0.361,0.521
2.595,0.119,0.331,-0.382,0.519
2.605,0.120,0.295,-0.446,0.548
2.615,0.115,0.237,-0.518,0.581
2.625,0.121,0.183,-0.583,0.623
2.635,0.118,0.141,-0.636,0.662
2.645,0.096,0.097,-0.715,0.728
2.655,0.112,0.080,-0.802,0.814
2.665,0.135,0.084,-0.867,0.881
2.675,0.149,0.093,-0.893,0.910
2.685,0.157,0.119,-0.894,0.915
2.695,0.141,0.158,-0.876,0.902
2.705,0.126,0.204,-0.832,0.866
2.715,0.132,0.246,-0.782,0.830
2.725,0.157,0.267,-0.740,0.802
2.735,0.186,0.284,-0.743,0.817
2.745,0.210,0.304,-0.790,0.873
2.755,0.208,0.318,-0.869,0.948
2.765,0.185,0.321,-0.925,0.997
2.775,0.159,0.293,-0.991,1.046
2.785,0.153,0.250,-1.099,1.137
2.795,0.090,0.237,-1.191,1.218
2.805,-0.003,0.278,-1.225,1.256
2.815,-0.067,0.335,-1.182,1.230
2.825,-0.122,0.375,-1.092,1.161
2.835,-0.145,0.410,-1.000,1.091
2.845,-0.136,0.443,-0.939,1.047
2.855,-0.116,0.480,-0.950,1.071
2.866,-0.090,0.512,-1.041,1.164
2.875,-0.081,0.541,-1.153,1.276
2.885,-0.107,0.526,-1.237,1.348
2.895,-0.136,0.454,-1.318,1.401
2.905,-0.170,0.377,-1.377,1.438
2.916,-0.207,0.303,-1.433,1.479
2.925,-0.221,0.246,-1.490,1.526
2.935,-0.220,0.202,-1.546,1.574
2.945,-0.226,0.161,-1.605,1.629
2.955,-0.242,0.077,-1.665,1.685
2.966,-0.264,-0.026,-1.713,1.733
2.975,-0.337,-0.159,-1.753,1.792
2.985,-0.386,-0.326,-1.772,1.842
2.995,-0.360,-0.444,-1.738,1.830
3.005,-0.316,-0.496,-1.656,1.758
3.015,-0.285,-0.511,-1.549,1.656
3.025,-0.260,-0.525,-1.434,1.549
3.034,-0.205,-0.559,-1.336,1.463
3.045,-0.139,-0.580,-1.252,1.387
3.054,-0.079,-0.600,-1.189,1.334
3.065,-0.033,-0.626,-1.137,1.298
3.075,-0.005,-0.636,-1.114,1.282
3.085,0.021,-0.635,-1.110,1.279
3.094,0.047,-0.630,-1.101,1.269
3.104,0.069,-0.623,-1.093,1.260
3.114,0.072,-0.628,-1.119,1.285
3.124,0.097,-0.604,-1.159,1.311
3.134,0.129,-0.559,-1.242,1.368
3.144,0.143,-0.529,-1.332,1.440
3.154,0.143,-0.518,-1.363,1.465
3.164,0.126,-0.513,-1.350,1.449
3.174,0.105,-0.512,-1.302,1.403
3.184,0.072,-0.482,-1.255,1.347
3.194,0.003,-0.420,-1.236,1.306
3.204,-0.061,-0.386,-1.235,1.295
3.214,-0.106,-0.396,-1.243,1.309
3.224,-0.132,-0.411,-1.292,1.362
3.234,-0.143,-0.429,-1.370,1.443
3.244,-0.137,-0.437,-1.442,1.513
3.254,-0.123,-0.437,-1.499,1.566
3.264,-0.124,-0.420,-1.546,1.607
3.274,-0.145,-0.383,-1.592,1.644
3.284,-0.162,-0.332,-1.657,1.698
3.294,-0.157,-0.249,-1.690,1.715
3.304,-0.146,-0.197,-1.698,1.715
3.314,-0.077,-0.157,-1.722,1.731
3.324,-0.008,-0.076,-1.755,1.757
3.334,0.016,0.016,-1.794,1.794
3.344,0.037,0.061,-1.807,1.808
3.354,0.065,0.048,-1.793,1.795
3.364,0.059,0.028,-1.749,1.750
3.374,0.022,0.020,-1.686,1.686
3.384,-0.024,0.005,-1.623,1.623
3.394,-0.089,0.007,-1.589,1.592
3.404,-0.144,0.045,-1.549,1.557
3.414,-0.162,0.121,-1.502,1.516
3.425,-0.162,0.193,-1.441,1.463
3.434,-0.161,0.260,-1.376,1.409
3.444,-0.148,0.348,-1.332,1.385
3.454,-0.133,0.430,-1.287,1.364
3.464,-0.125,0.469,-1.241,1.333
3.475,-0.122,0.461,-1.218,1.308
3.484,-0.088,0.438,-1.225,1.304
3.494,-0.040,0.424,-1.215,1.287
3.504,-0.013,0.429,-1.179,1.255
3.514,0.003,0.457,-1.153,1.241
3.524,0.031,0.499,-1.101,1.209
3.534,0.082,0.523,-1.005,1.136
3.544,0.142,0.511,-0.879,1.026
3.554,0.175,0.477,-0.746,0.903
3.564,0.159,0.418,-0.704,0.834
3.574,0.131,0.350,-0.715,0.806
3.584,0.122,0.317,-0.724,0.799
3.594,0.125,0.309,-0.725,0.798
3.604,0.128,0.295,-0.687,0.759
3.614,0.160,0.260,-0.611,0.683
3.624,0.183,0.243,-0.567,0.643
3.634,0.192,0.239,-0.542,0.623
3.644,0.237,0.252,-0.529,0.632
3.653,0.274,0.251,-0.533,0.650
3.663,0.275,0.222,-0.533,0.640
3.674,0.248,0.181,-0.568,0.645
3.684,0.215,0.144,-0.603,0.656
3.693,0.190,0.133,-0.594,0.638
3.703,0.156,0.127,-0.563,0.598
3.713,0.136,0.116,-0.517,0.547
3.723,0.159,0.122,-0.483,0.523
3.733,0.206,0.144,-0.450,0.515
3.743,0.249,0.151,-0.432,0.521
3.753,0.261,0.146,-0.438,0.530
3.763,0.237,0.137,-0.464,0.539
3.773,0.218,0.124,-0.490,0.551
3.783,0.204,0.116,-0.512,0.563
3.793,0.204,0.102,-0.557,0.602
3.803,0.216,0.098,-0.564,0.612
3.813,0.226,0.122,-0.545,0.603
3.823,0.246,0.160,-0.549,0.622
3.833,0.259,0.181,-0.598,0.676
3.843,0.265,0.205,-0.663,0.743
3.853,0.292,0.235,-0.750,0.838
3.863,0.283,0.229,-0.863,0.937
3.873,0.274,0.242,-0.928,0.997
3.883,0.282,0.281,-0.937,1.018
3.893,0.269,0.316,-0.908,0.999
3.903,0.253,0.386,-0.896,1.008
3.913,0.255,0.492,-0.879,1.039
3.923,0.245,0.572,-0.849,1.053
3.933,0.218,0.616,-0.843,1.067
3.943,0.200,0.613,-0.876,1.088
3.953,0.181,0.578,-0.938,1.116
3.963,0.145,0.527,-1.026,1.162
3.973,0.046,0.477,-1.112,1.211
3.983,-0.049,0.438,-1.159,1.240
3.993,-0.116,0.437,-1.195,1.278
4.003,-0.151,0.453,-1.202,1.294
4.013,-0.143,0.469,-1.196,1.292
4.023,-0.109,0.491,-1.198,1.300
4.033,-0.079,0.519,-1.231,1.338
4.043,-0.035,0.536,-1.282,1.390
4.053,-0.024,0.508,-1.341,1.434
4.063,-0.071,0.460,-1.380,1.456
4.073,-0.114,0.445,-1.447,1.518
4.083,-0.124,0.425,-1.557,1.619
4.093,-0.108,0.403,-1.638,1.691
4.103,-0.084,0.399,-1.673,1.722
4.113,-0.057,0.393,-1.671,1.718
4.123,-0.044,0.348,-1.634,1.671
4.133,-0.024,0.267,-1.583,1.606
4.143,0.002,0.175,-1.570,1.579
4.153,0.073,0.063,-1.587,1.590
4.163,0.215,-0.008,-1.635,1.649
4.173,0.323,-0.010,-1.651,1.682
4.183,0.364,0.002,-1.612,1.653
4.193,0.322,-0.031,-1.514,1.548
4.202,0.226,-0.090,-1.391,1.412
4.212,0.123,-0.136,-1.267,1.280
4.223,0.031,-0.183,-1.164,1.179
4.232,-0.064,-0.256,-1.124,1.154
4.242,-0.235,-0.368,-1.141,1.222
4.252,-0.406,-0.485,-1.190,1.348
4.262,-0.500,-0.573,-1.263,1.474
4.272,-0.535,-0.636,-1.338,1.575
4.282,-0.510,-0.665,-1.378,1.613
4.292,-0.444,-0.648,-1.388,1.595
4.302,-0.387,-0.616,-1.389,1.567
4.312,-0.352,-0.593,-1.383,1.545
4.322,-0.315,-0.569,-1.381,1.527
4.332,-0.282,-0.548,-1.393,1.523
4.342,-0.269,-0.516,-1.433,1.547
4.352,-0.238,-0.459,-1.469,1.557
4.362,-0.207,-0.407,-1.475,1.544
4.372,-0.194,-0.359,-1.460,1.516
4.382,-0.195,-0.288,-1.446,1.487
4.392,-0.206,-0.224,-1.434,1.466
4.402,-0.219,-0.174,-1.418,1.445
4.412,-0.246,-0.124,-1.407,1.433
4.422,-0.303,-0.089,-1.378,1.414
4.432,-0.350,-0.049,-1.345,1.391
4.442,-0.358,0.000,-1.327,1.375
4.452,-0.338,0.044,-1.322,1.366
4.462,-0.313,0.084,-1.338,1.376
4.472,-0.296,0.154,-1.368,1.408
4.482,-0.307,0.225,-1.407,1.457
4.492,-0.325,0.281,-1.430,1.493
4.502,-0.328,0.307,-1.425,1.494
4.512,-0.286,0.305,-1.432,1.491
4.522,-0.204,0.272,-1.459,1.498
4.532,-0.135,0.223,-1.498,1.521
4.542,-0.102,0.219,-1.546,1.565
4.552,-0.100,0.253,-1.592,1.615
4.562,-0.125,0.304,-1.628,1.661
4.572,-0.158,0.395,-1.644,1.698
4.582,-0.182,0.499,-1.635,1.719
4.592,-0.194,0.571,-1.603,1.713
4.602,-0.190,0.601,-1.586,1.707
4.612,-0.143,0.624,-1.604,1.727
4.622,-0.077,0.665,-1.656,1.786
4.632,-0.003,0.716,-1.726,1.868
4.642,0.049,0.754,-1.754,1.910
4.652,0.086,0.789,-1.731,1.905
4.662,0.079,0.820,-1.663,1.856
4.672,0.040,0.841,-1.558,1.771
4.682,-0.003,0.849,-1.451,1.682
4.692,-0.033,0.829,-1.331,1.568
4.702,-0.025,0.798,-1.228,1.465
4.712,-0.017,0.759,-1.187,1.409
4.722,-0.014,0.705,-1.118,1.322
4.732,-0.020,0.658,-1.011,1.206
4.742,-0.023,0.639,-0.901,1.104
4.752,0.014,0.633,-0.788,1.011
4.762,0.076,0.613,-0.669,0.910
4.772,0.127,0.590,-0.550,0.817
4.781,0.148,0.570,-0.440,0.735
4.792,0.135,0.538,-0.353,0.657
4.801,0.106,0.489,-0.317,0.592
4.811,0.081,0.436,-0.302,0.537
4.822,0.061,0.398,-0.292,0.497
4.831,0.035,0.379,-0.283,0.475
4.841,0.018,0.367,-0.262,0.451
4.851,0.014,0.342,-0.245,0.421
4.861,0.035,0.302,-0.245,0.391
4.871,0.059,0.263,-0.234,0.357
4.881,0.076,0.235,-0.230,0.337
4.892,0.099,0.214,-0.237,0.335
4.901,0.122,0.170,-0.269,0.341
4.911,0.122,0.112,-0.338,0.377
4.921,0.107,0.054,-0.422,0.438
4.931,0.101,-0.012,-0.528,0.537
4.941,0.128,-0.090,-0.662,0.680
4.951,0.212,-0.174,-0.851,0.894
4.961,0.325,-0.236,-1.005,1.082
4.971,0.385,-0.257,-1.088,1.182
4.981,0.396,-0.253,-1.101,1.197
4.991,0.366,-0.267,-1.047,1.140
5.001,0.351,-0.286,-0.941,1.044
5.011,0.337,-0.296,-0.838,0.950
5.021,0.303,-0.335,-0.776,0.897
5.031,0.308,-0.357,-0.767,0.900
5.041,0.362,-0.328,-0.813,0.948
5.051,0.426,-0.313,-0.901,1.044
5.061,0.492,-0.338,-0.977,1.145
5.071,0.530,-0.346,-1.041,1.218
5.081,0.546,-0.355,-1.130,1.305
5.091,0.547,-0.390,-1.215,1.388
5.101,0.528,-0.426,-1.274,1.443
5.111,0.508,-0.432,-1.291,1.452
5.121,0.474,-0.441,-1.291,1.444
5.131,0.469,-0.454,-1.273,1.430
5.141,0.487,-0.463,-1.231,1.402
5.151,0.478,-0.476,-1.147,1.331
5.161,0.435,-0.477,-1.042,1.226
5.171,0.366,-0.461,-0.946,1.114
5.181,0.290,-0.446,-0.862,1.013
5.191,0.226,-0.446,-0.792,0.937
5.201,0.199,-0.449,-0.726,0.877
5.211,0.198,-0.452,-0.665,0.828
5.221,0.201,-0.460,-0.620,0.798
5.231,0.215,-0.458,-0.612,0.794
5.241,0.238,-0.452,-0.677,0.849
5.251,0.278,-0.437,-0.773,0.931
5.261,0.324,-0.424,-0.844,0.998
5.271,0.342,-0.425,-0.872,1.029
5.281,0.354,-0.435,-0.882,1.046
5.291,0.368,-0.446,-0.891,1.062
5.301,0.386,-0.443,-0.914,1.086
5.310,0.382,-0.436,-0.907,1.076
5.321,0.356,-0.433,-0.864,1.030
5.331,0.331,-0.429,-0.797,0.964
5.341,0.301,-0.427,-0.737,0.904
5.350,0.276,-0.423,-0.688,0.853
5.360,0.256,-0.424,-0.652,0.819
5.370,0.245,-0.436,-0.636,0.809
5.380,0.255,-0.433,-0.630,0.806
5.390,0.257,-0.424,-0.639,0.808
5.400,0.266,-0.419,-0.661,0.826
5.410,0.293,-0.406,-0.682,0.847
5.420,0.300,-0.399,-0.680,0.843
5.430,0.299,-0.390,-0.663,0.825
5.440,0.290,-0.379,-0.653,0.809
5.450,0.272,-0.373,-0.653,0.800
5.460,0.286,-0.363,-0.674,0.817
5.470,0.326,-0.338,-0.707,0.849
5.480,0.369,-0.314,-0.728,0.875
5.490,0.406,-0.302,-0.735,0.893
5.500,0.439,-0.285,-0.717,0.887
5.510,0.449,-0.262,-0.700,0.872
5.520,0.444,-0.246,-0.699,0.864
5.530,0.418,-0.239,-0.709,0.857
5.540,0.384,-0.240,-0.720,0.851
5.550,0.363,-0.246,-0.742,0.861
5.560,0.366,-0.258,-0.801,0.917
5.570,0.408,-0.269,-0.883,1.009
5.580,0.464,-0.253,-0.927,1.067
5.590,0.483,-0.202,-0.929,1.067
5.600,0.464,-0.172,-0.933,1.056
5.610,0.422,-0.180,-0.924,1.031
5.620,0.402,-0.170,-0.912,1.011
5.630,0.389,-0.144,-0.927,1.015
5.640,0.370,-0.141,-0.938,1.019
5.650,0.350,-0.140,-0.935,1.008
5.660,0.314,-0.135,-0.944,1.004
5.670,0.268,-0.136,-0.940,0.987
5.680,0.261,-0.120,-0.935,0.978
5.690,0.294,-0.126,-0.937,0.990
5.700,0.332,-0.137,-0.952,1.017
5.710,0.370,-0.099,-0.978,1.050
5.720,0.392,-0.010,-0.990,1.065
5.730,0.408,0.096,-0.976,1.062
5.740,0.446,0.166,-0.948,1.061
5.750,0.484,0.214,-0.923,1.064
5.760,0.471,0.255,-0.893,1.041
5.770,0.419,0.307,-0.862,1.006
5.780,0.368,0.368,-0.810,0.963
5.790,0.333,0.436,-0.742,0.923
5.800,0.314,0.507,-0.677,0.902
5.810,0.330,0.573,-0.626,0.911
5.820,0.338,0.614,-0.585,0.913
5.830,0.325,0.625,-0.573,0.908
5.840,0.271,0.618,-0.595,0.900
5.850,0.162,0.606,-0.630,0.889
5.860,0.075,0.620,-0.651,0.902
5.870,0.011,0.641,-0.670,0.927
5.879,-0.005,0.662,-0.682,0.951
5.889,0.008,0.675,-0.683,0.961
5.899,0.012,0.675,-0.690,0.965
5.910,0.023,0.675,-0.703,0.975
5.920,0.024,0.674,-0.738,1.000
5.929,-0.066,0.653,-0.801,1.036
5.940,-0.236,0.622,-0.845,1.075
5.949,-0.361,0.630,-0.889,1.148
5.959,-0.428,0.643,-0.933,1.211
5.969,-0.449,0.656,-0.952,1.240
5.979,-0.425,0.668,-0.993,1.270
5.989,-0.376,0.655,-1.054,1.296
5.999,-0.365,0.616,-1.101,1.313
6.009,-0.372,0.587,-1.171,1.362
6.019,-0.365,0.588,-1.286,1.460
6.029,-0.353,0.610,-1.401,1.568
6.039,-0.332,0.631,-1.477,1.640
6.049,-0.353,0.601,-1.531,1.682
6.059,-0.442,0.518,-1.576,1.717
6.069,-0.597,0.410,-1.572,1.730
6.079,-0.764,0.324,-1.516,1.728
6.089,-0.872,0.276,-1.470,1.731
6.099,-0.867,0.249,-1.455,1.712
6.109,-0.780,0.221,-1.472,1.681
6.119,-0.664,0.194,-1.505,1.657
6.129,-0.556,0.177,-1.518,1.627
6.139,-0.478,0.134,-1.493,1.573
6.149,-0.413,0.073,-1.451,1.511
6.159,-0.353,0.032,-1.438,1.481
6.169,-0.265,-0.002,-1.423,1.447
6.179,-0.177,-0.049,-1.430,1.442
6.189,-0.127,-0.091,-1.473,1.481
6.199,-0.106,-0.093,-1.531,1.537
6.209,-0.127,-0.118,-1.590,1.599
6.219,-0.178,-0.170,-1.594,1.613
6.229,-0.214,-0.185,-1.538,1.564
6.239,-0.260,-0.142,-1.446,1.476
6.249,-0.327,-0.069,-1.334,1.376
6.259,-0.406,0.007,-1.226,1.291
6.269,-0.470,0.079,-1.159,1.253
6.279,-0.498,0.131,-1.135,1.247
6.289,-0.497,0.155,-1.146,1.259
6.299,-0.501,0.154,-1.207,1.316
6.309,-0.503,0.130,-1.281,1.383
6.319,-0.518,0.085,-1.344,1.443
