gFx,gFy,gFz
0.061,-0.085,-1.237
0.078,-0.093,-1.238
0.095,-0.11,-1.244
0.11,-0.133,-1.239
0.123,-0.161,-1.214
0.13,-0.19,-1.186
0.132,-0.225,-1.157
0.154,-0.255,-1.124
0.219,-0.255,-1.1
0.306,-0.239,-1.127
0.36,-0.23,-1.22
0.369,-0.209,-1.315
0.359,-0.143,-1.384
0.335,-0.071,-1.5
0.272,-0.025,-1.648
0.198,0.006,-1.698
0.134,0.022,-1.606
0.079,0.009,-1.457
0.035,-0.008,-1.327
0.009,-0.024,-1.224
-0.007,-0.029,-1.141
-0.007,-0.035,-1.081
0,-0.033,-1.043
0.004,-0.02,-1.044
-0.009,0.007,-1.089
-0.022,0.027,-1.122
-0.02,0.025,-1.096
-0.007,0.019,-1.019
0.009,0.006,-0.933
0.027,-0.019,-0.841
0.046,-0.043,-0.742
0.058,-0.069,-0.642
0.054,-0.093,-0.552
0.042,-0.103,-0.47
0.027,-0.107,-0.407
0.017,-0.123,-0.379
0.013,-0.14,-0.384
0.016,-0.15,-0.406
0.028,-0.156,-0.417
0.047,-0.159,-0.422
0.071,-0.175,-0.438
0.099,-0.197,-0.466
0.129,-0.215,-0.489
0.149,-0.237,-0.495
0.168,-0.25,-0.49
0.178,-0.247,-0.512
0.175,-0.239,-0.562
0.176,-0.226,-0.632
0.189,-0.198,-0.746
0.206,-0.169,-0.911
0.228,-0.144,-1.084
0.26,-0.121,-1.229
0.296,-0.104,-1.321
0.303,-0.106,-1.358
0.287,-0.122,-1.344
0.277,-0.136,-1.293
0.267,-0.152,-1.22
0.263,-0.171,-1.165
0.29,-0.162,-1.133
0.323,-0.129,-1.134
0.335,-0.109,-1.177
0.348,-0.073,-1.221
0.407,0.021,-1.26
0.488,0.155,-1.359
0.531,0.264,-1.583
0.526,0.333,-1.859
0.505,0.378,-2.013
0.482,0.369,-2.001
0.457,0.293,-1.858
0.442,0.209,-1.629
0.422,0.121,-1.372
0.379,0.027,-1.132
0.328,-0.057,-0.933
0.262,-0.129,-0.791
0.209,-0.173,-0.71
0.168,-0.202,-0.679
0.129,-0.214,-0.685
0.08,-0.216,-0.711
0.027,-0.214,-0.743
-0.021,-0.212,-0.763
-0.058,-0.205,-0.758
-0.075,-0.207,-0.739
-0.082,-0.217,-0.706
-0.091,-0.224,-0.657
-0.102,-0.236,-0.594
-0.109,-0.251,-0.525
-0.111,-0.262,-0.469
-0.109,-0.272,-0.432
-0.09,-0.268,-0.424
-0.06,-0.256,-0.457
-0.05,-0.247,-0.515
-0.061,-0.228,-0.56
-0.05,-0.198,-0.592
-0.023,-0.176,-0.673
-0.01,-0.164,-0.791
0.012,-0.149,-0.893
0.033,-0.126,-0.964
0.028,-0.119,-1.001
0.024,-0.115,-1.003
0.032,-0.113,-0.994
0.032,-0.115,-0.997
0.039,-0.111,-1.013
0.066,-0.105,-1.041
0.103,-0.108,-1.089
0.131,-0.115,-1.149
0.143,-0.121,-1.187
0.153,-0.133,-1.19
0.171,-0.156,-1.185
0.184,-0.22,-1.195
0.223,-0.27,-1.186
0.302,-0.249,-1.16
0.354,-0.205,-1.182
0.317,-0.173,-1.293
0.257,-0.111,-1.465
0.218,-0.022,-1.661
0.173,0.046,-1.812
0.13,0.087,-1.854
0.092,0.083,-1.785
0.064,0.058,-1.656
0.04,0.043,-1.519
0.009,0.018,-1.399
-0.016,-0.003,-1.287
-0.022,-0.018,-1.185
-0.014,-0.026,-1.083
0.005,-0.033,-0.986
0.021,-0.045,-0.89
0.039,-0.051,-0.792
0.066,-0.055,-0.712
0.094,-0.063,-0.66
0.123,-0.063,-0.62
0.144,-0.055,-0.588
0.139,-0.05,-0.575
0.119,-0.045,-0.596
0.099,-0.041,-0.644
0.086,-0.039,-0.683
0.08,-0.048,-0.682
0.082,-0.064,-0.642
0.096,-0.077,-0.573
0.12,-0.096,-0.509
0.139,-0.118,-0.456
0.157,-0.136,-0.404
0.167,-0.151,-0.365
0.159,-0.161,-0.361
0.151,-0.158,-0.398
0.144,-0.145,-0.462
0.142,-0.123,-0.559
0.148,-0.1,-0.68
0.156,-0.086,-0.764
0.173,-0.07,-0.79
0.194,-0.051,-0.787
0.216,-0.024,-0.824
0.232,0,-0.947
0.217,0.014,-1.113
0.174,0.022,-1.237
0.14,0.031,-1.275
0.136,0.026,-1.232
0.153,0.015,-1.169
0.163,0.004,-1.135
0.179,-0.008,-1.116
0.22,-0.001,-1.1
0.248,0.027,-1.123
0.252,0.057,-1.2
0.262,0.093,-1.289
0.269,0.16,-1.388
0.259,0.218,-1.541
0.252,0.254,-1.719
0.275,0.28,-1.855
0.316,0.292,-1.912
0.348,0.281,-1.901
0.357,0.253,-1.839
0.354,0.22,-1.713
0.348,0.183,-1.551
0.336,0.128,-1.377
0.329,0.061,-1.199
0.332,-0.008,-1.033
0.332,-0.072,-0.906
0.308,-0.127,-0.843
0.246,-0.185,-0.826
0.165,-0.238,-0.825
0.097,-0.271,-0.821
0.037,-0.29,-0.811
-0.021,-0.299,-0.793
-0.074,-0.306,-0.768
-0.119,-0.304,-0.742
-0.152,-0.291,-0.72
-0.175,-0.273,-0.698
-0.193,-0.259,-0.654
-0.203,-0.244,-0.59
-0.205,-0.227,-0.519
-0.165,-0.206,-0.449
-0.112,-0.19,-0.406
-0.091,-0.17,-0.399
-0.08,-0.139,-0.427
-0.028,-0.114,-0.477
0.01,-0.093,-0.553
0.017,-0.066,-0.638
0.028,-0.027,-0.703
0.059,0.009,-0.751
0.099,0.045,-0.778
0.139,0.063,-0.809
0.174,0.066,-0.876
0.186,0.074,-0.963
0.183,0.094,-1.054
0.175,0.123,-1.141
0.164,0.145,-1.222
0.16,0.157,-1.281
0.167,0.153,-1.305
0.186,0.117,-1.297
0.222,0.073,-1.274
0.259,0.024,-1.251
0.274,-0.039,-1.227
0.276,-0.097,-1.192
0.263,-0.131,-1.178
0.207,-0.138,-1.216
0.13,-0.136,-1.265
0.073,-0.109,-1.31
0.021,-0.07,-1.378
-0.028,-0.032,-1.467
-0.072,0.003,-1.547
-0.106,0.025,-1.579
-0.129,0.046,-1.555
-0.148,0.057,-1.507
-0.166,0.058,-1.457
-0.183,0.057,-1.397
-0.2,0.048,-1.331
-0.203,0.036,-1.253
-0.193,0.025,-1.169
-0.184,0.018,-1.094
-0.178,0.018,-1.026
-0.15,0.022,-0.964
-0.118,0.027,-0.918
-0.097,0.032,-0.897
-0.081,0.04,-0.875
-0.069,0.042,-0.838
-0.052,0.039,-0.789
-0.032,0.03,-0.743
-0.008,0.02,-0.706
0.019,0.015,-0.681
0.04,0.016,-0.658
0.057,0.018,-0.639
0.065,0.018,-0.607
0.062,0.01,-0.554
0.052,-0.004,-0.498
0.038,-0.029,-0.444
0.043,-0.044,-0.409
0.059,-0.045,-0.402
0.076,-0.046,-0.436
0.102,-0.04,-0.518
0.116,-0.059,-0.596
0.132,-0.069,-0.642
0.145,-0.086,-0.636
0.165,-0.109,-0.616
0.187,-0.115,-0.648
0.198,-0.091,-0.756
0.195,-0.061,-0.94
0.186,-0.001,-1.091
0.138,0.037,-1.192
0.045,0.049,-1.249
-0.001,0.076,-1.309
0.049,0.115,-1.333
-0.044,0.068,-1.339
-0.12,0.024,-1.333
-0.113,-0.034,-1.302
-0.008,-0.089,-1.287
0.108,-0.125,-1.342
0.113,-0.175,-1.408
0.053,-0.216,-1.441
0.047,-0.143,-1.497
0.043,-0.029,-1.601
-0.052,-0.13,-1.7
0.019,-0.081,-1.659
0.079,0.013,-1.573
0.069,-0.001,-1.47
0.08,-0.044,-1.363
0.128,-0.075,-1.25
0.162,-0.121,-1.133
0.203,-0.158,-0.98
0.228,-0.196,-0.853
0.217,-0.238,-0.799
0.163,-0.24,-0.8
0.115,-0.208,-0.803
0.094,-0.152,-0.782
0.059,-0.111,-0.77
0.003,-0.098,-0.754
0.06,-0.001,-0.747
0.1,0.061,-0.63
-0.018,0.026,-0.6
-0.109,-0.01,-0.601
-0.159,-0.03,-0.578
-0.19,-0.037,-0.551
-0.196,-0.045,-0.515
-0.184,-0.053,-0.478
-0.164,-0.064,-0.471
-0.135,-0.079,-0.47
-0.098,-0.102,-0.472
-0.044,-0.145,-0.463
-0.067,-0.132,-0.505
-0.091,-0.128,-0.46
-0.125,-0.108,-0.436
-0.161,-0.093,-0.454
-0.212,-0.114,-0.517
-0.334,-0.196,-0.661
-0.346,-0.229,-0.781
-0.271,-0.205,-0.882
-0.18,-0.182,-0.945
-0.146,-0.122,-1.075
-0.212,-0.028,-1.253
-0.3,0.072,-1.433
-0.289,0.118,-1.609
-0.265,0.062,-1.533
-0.268,-0.036,-1.504
-0.338,-0.106,-1.482
-0.334,-0.087,-1.398
-0.331,-0.076,-1.36
-0.324,-0.11,-1.369
-0.272,-0.169,-1.428
-0.236,-0.222,-1.536
-0.223,-0.209,-1.651
-0.233,-0.131,-1.764
-0.25,-0.032,-1.856
-0.324,0.067,-1.925
-0.402,0.1,-1.928
-0.38,0.145,-1.852
-0.378,0.142,-1.697
-0.413,0.038,-1.574
-0.376,-0.023,-1.473
-0.37,-0.059,-1.415
-0.379,-0.06,-1.399
-0.392,-0.019,-1.378
-0.401,0.022,-1.35
-0.393,0.062,-1.298
-0.328,0.11,-1.267
-0.258,0.145,-1.233
-0.218,0.118,-1.191
-0.086,0.155,-1.085
-0.101,0.195,-0.971
-0.137,0.148,-0.898
-0.084,0.169,-0.775
-0.078,0.18,-0.658
-0.057,0.14,-0.556
0.001,0.105,-0.446
0.066,0.076,-0.34
0.122,0.043,-0.248
0.143,0.017,-0.176
0.148,-0.01,-0.132
0.141,-0.038,-0.085
0.123,-0.058,-0.036
0.076,-0.075,0.016
0.028,-0.095,0.049
0.002,-0.117,0.048
0.01,-0.133,-0.008
0.028,-0.14,-0.119
-0.013,-0.168,-0.253
-0.034,-0.184,-0.344
-0.029,-0.159,-0.417
-0.009,-0.139,-0.57
0.032,-0.108,-0.792
0.095,-0.096,-1.011
0.108,-0.061,-1.179
0.021,-0.043,-1.309
-0.07,-0.039,-1.354
-0.09,-0.018,-1.339
-0.062,-0.022,-1.331
-0.018,-0.067,-1.306
0.033,-0.106,-1.264
0.07,-0.111,-1.2
0.074,-0.112,-1.176
0.073,-0.111,-1.163
0.09,-0.122,-1.17
0.112,-0.123,-1.212
0.166,-0.096,-1.265
0.237,-0.059,-1.298
0.313,-0.058,-1.329
0.365,0.001,-1.293
0.373,0.101,-1.301
0.324,0.167,-1.397
0.25,0.213,-1.545
0.249,0.32,-1.692
0.238,0.39,-1.753
0.223,0.379,-1.792
0.231,0.36,-1.726
0.212,0.335,-1.54
0.218,0.302,-1.367
0.218,0.247,-1.229
0.217,0.203,-1.116
0.208,0.17,-1.027
0.189,0.143,-0.957
0.159,0.117,-0.892
0.114,0.092,-0.826
0.07,0.069,-0.758
0.031,0.046,-0.689
-0.005,0.028,-0.624
-0.033,0.005,-0.566
-0.054,-0.011,-0.518
-0.071,-0.022,-0.486
-0.084,-0.041,-0.459
-0.091,-0.058,-0.433
-0.085,-0.06,-0.411
-0.065,-0.064,-0.398
-0.064,-0.077,-0.403
-0.091,-0.077,-0.413
-0.096,-0.079,-0.399
-0.083,-0.087,-0.389
-0.091,-0.082,-0.418
-0.108,-0.068,-0.479
-0.11,-0.048,-0.544
-0.082,-0.041,-0.6
-0.051,-0.045,-0.645
-0.055,-0.037,-0.705
-0.092,-0.011,-0.823
-0.143,0.02,-0.974
-0.179,0.043,-1.092
-0.184,0.062,-1.167
-0.2,0.068,-1.196
-0.204,0.064,-1.184
-0.19,0.069,-1.185
-0.168,0.062,-1.224
-0.136,0.052,-1.275
-0.086,0.062,-1.34
-0.032,0.09,-1.434
0.009,0.1,-1.538
0.064,0.118,-1.588
0.085,0.143,-1.609
0.059,0.121,-1.603
0.065,0.132,-1.581
0.062,0.164,-1.6
0.036,0.171,-1.669
0.029,0.207,-1.73
0.03,0.263,-1.757
0.008,0.3,-1.761
-0.023,0.319,-1.728
-0.044,0.324,-1.636
-0.06,0.313,-1.499
-0.057,0.29,-1.36
-0.038,0.263,-1.269
-0.019,0.233,-1.217
0.007,0.213,-1.177
0.024,0.198,-1.137
0.029,0.19,-1.082
0.033,0.176,-1.011
0.04,0.159,-0.939
0.042,0.147,-0.868
0.061,0.136,-0.767
0.056,0.114,-0.717
0.042,0.104,-0.698
0.013,0.094,-0.644
-0.007,0.074,-0.604
-0.017,0.053,-0.555
0,0.028,-0.488
0.029,-0.032,-0.438
0.048,-0.067,-0.399
0.048,-0.11,-0.361
0.018,-0.168,-0.344
0.023,-0.2,-0.354
0.038,-0.196,-0.344
0.046,-0.213,-0.347
0.044,-0.23,-0.393
0.018,-0.233,-0.449
0.004,-0.243,-0.517
-0.017,-0.259,-0.612
-0.047,-0.264,-0.738
-0.055,-0.257,-0.804
-0.044,-0.255,-0.813
-0.033,-0.265,-0.825
-0.024,-0.276,-0.853
-0.036,-0.248,-0.87
-0.039,-0.2,-0.93
-0.051,-0.148,-1.052
-0.085,-0.09,-1.124
-0.071,-0.06,-1.165
-0.054,-0.016,-1.206
-0.019,0.018,-1.252
0.024,0.022,-1.325
0.027,0.025,-1.364
0.017,0.033,-1.358
0.004,0.031,-1.364
-0.015,0.043,-1.362
-0.015,0.047,-1.412
0.049,0.059,-1.517
0.168,0.105,-1.64
0.294,0.18,-1.775
0.328,0.239,-1.908
0.265,0.292,-1.97
0.213,0.342,-1.977
0.2,0.324,-1.91
0.192,0.29,-1.803
0.139,0.229,-1.666
0.064,0.13,-1.483
0.077,0.048,-1.272
0.142,-0.007,-1.114
0.216,-0.047,-0.993
0.276,-0.067,-0.893
0.305,-0.074,-0.798
0.29,-0.082,-0.71
0.242,-0.093,-0.631
0.18,-0.106,-0.554
0.106,-0.104,-0.487
0.047,-0.095,-0.424
0.01,-0.091,-0.4
-0.029,-0.088,-0.389
-0.051,-0.093,-0.365
-0.063,-0.102,-0.33
-0.081,-0.107,-0.289
-0.106,-0.107,-0.249
-0.118,-0.106,-0.199
-0.109,-0.108,-0.14
-0.083,-0.119,-0.071
-0.064,-0.14,-0.017
-0.059,-0.159,0.01
-0.065,-0.167,0.005
-0.046,-0.174,-0.059
0.003,-0.118,-0.153
0.016,-0.07,-0.3
0.008,-0.072,-0.48
0.011,-0.065,-0.661
0.056,-0.041,-0.822
0.104,-0.016,-0.976
0.118,0.004,-1.124
0.098,0.011,-1.278
0.069,0.013,-1.448
0.035,0.04,-1.568
0.03,0.067,-1.637
0.044,0.072,-1.677
0.064,0.043,-1.691
0.087,0.002,-1.676
0.109,-0.028,-1.644
0.13,-0.065,-1.616
0.143,-0.112,-1.583
0.173,-0.156,-1.538
0.23,-0.174,-1.49
0.28,-0.138,-1.459
0.288,-0.085,-1.477
0.234,-0.051,-1.535
0.159,-0.011,-1.577
0.101,0.062,-1.597
0.035,0.158,-1.606
-0.042,0.244,-1.563
-0.085,0.237,-1.484
-0.097,0.182,-1.368
-0.072,0.139,-1.221
-0.038,0.117,-1.077
-0.02,0.102,-0.98
-0.028,0.089,-0.945
-0.051,0.077,-0.932
-0.073,0.074,-0.92
-0.093,0.082,-0.916
-0.1,0.091,-0.913
-0.086,0.089,-0.899
-0.052,0.08,-0.887
-0.005,0.07,-0.878
0.028,0.055,-0.862
0.019,0.049,-0.836
-0.002,0.045,-0.766
-0.027,0.043,-0.7
-0.043,0.021,-0.673
-0.044,-0.018,-0.646
-0.02,-0.047,-0.61
0.024,-0.081,-0.581
0.031,-0.115,-0.546
0.009,-0.145,-0.502
-0.01,-0.18,-0.479
-0.007,-0.204,-0.479
0.026,-0.203,-0.484
0.033,-0.203,-0.52
0.03,-0.219,-0.529
0.026,-0.226,-0.539
0.022,-0.218,-0.568
0.031,-0.203,-0.61
0.053,-0.177,-0.662
0.066,-0.139,-0.731
0.073,-0.113,-0.827
0.087,-0.089,-0.922
0.081,-0.058,-0.989
0.066,-0.029,-1.043
0.054,0.003,-1.102
0.02,0.012,-1.145
-0.01,-0.006,-1.142
-0.005,-0.026,-1.089
0.014,-0.052,-1.045
0.064,-0.072,-1.05
0.152,-0.052,-1.101
0.274,0.055,-1.22
0.309,0.168,-1.404
0.248,0.244,-1.598
0.196,0.336,-1.751
0.183,0.444,-1.863
0.174,0.499,-1.939
0.156,0.461,-1.928
0.153,0.382,-1.801
0.191,0.317,-1.603
0.238,0.268,-1.414
0.269,0.22,-1.277
0.302,0.184,-1.195
0.318,0.158,-1.149
0.316,0.132,-1.113
0.299,0.113,-1.069
0.269,0.087,-1.014
0.231,0.055,-0.95
0.185,0.022,-0.877
0.142,-0.012,-0.805
0.106,-0.031,-0.746
0.072,-0.064,-0.697
0.047,-0.092,-0.664
0.03,-0.109,-0.628
0.016,-0.125,-0.591
0,-0.146,-0.563
-0.019,-0.156,-0.523
-0.04,-0.171,-0.493
-0.076,-0.199,-0.47
-0.092,-0.214,-0.418
-0.094,-0.218,-0.37
-0.097,-0.213,-0.349
-0.095,-0.215,-0.357
-0.091,-0.229,-0.369
-0.08,-0.22,-0.373
-0.072,-0.186,-0.433
-0.083,-0.135,-0.601
-0.077,-0.077,-0.76
-0.077,-0.041,-0.837
-0.067,-0.024,-0.881
-0.057,-0.012,-0.927
-0.058,-0.01,-0.99
-0.058,-0.005,-1.072
-0.033,0.023,-1.164
0.015,0.049,-1.263
0.061,0.054,-1.362
0.094,0.056,-1.466
0.172,0.079,-1.535
0.224,0.098,-1.569
0.24,0.082,-1.573
0.244,0.054,-1.552
0.238,0.02,-1.498
0.216,-0.036,-1.413
0.193,-0.102,-1.305
0.188,-0.147,-1.212
0.19,-0.142,-1.201
0.177,-0.112,-1.303
0.139,-0.087,-1.439
0.102,-0.049,-1.515
0.071,0.012,-1.534
0.039,0.057,-1.521
0.005,0.072,-1.489
-0.01,0.062,-1.439
-0.002,0.045,-1.369
0.004,0.024,-1.303
0.006,0.005,-1.255
0.009,0.001,-1.226
0.013,0.01,-1.21
0.019,0.017,-1.196
0.036,0.027,-1.171
0.053,0.04,-1.133
0.057,0.042,-1.077
0.052,0.032,-1.001
0.045,0.02,-0.914
0.034,0.006,-0.828
0.028,-0.01,-0.751
0.027,-0.025,-0.684
0.029,-0.031,-0.625
0.019,-0.041,-0.581
0.007,-0.055,-0.549
0.003,-0.066,-0.524
0.007,-0.074,-0.506
0.012,-0.087,-0.487
0.009,-0.101,-0.465
0.003,-0.11,-0.432
0.002,-0.125,-0.403
-0.002,-0.143,-0.389
-0.009,-0.171,-0.392
0.001,-0.179,-0.401
0.009,-0.17,-0.423
-0.007,-0.155,-0.483
-0.017,-0.129,-0.565
-0.008,-0.093,-0.657
-0.013,-0.07,-0.739
-0.036,-0.052,-0.79
-0.058,-0.004,-0.845
-0.05,0.055,-0.922
-0.03,0.097,-1.033
-0.01,0.12,-1.162
0.025,0.141,-1.247
0.058,0.146,-1.265
0.087,0.132,-1.218
0.082,0.119,-1.137
0.06,0.103,-1.083
0.052,0.083,-1.059
0.059,0.051,-1.054
0.101,0.05,-1.058
0.138,0.087,-1.098
0.134,0.12,-1.193
0.128,0.149,-1.291
0.118,0.231,-1.405
0.075,0.338,-1.598
0.007,0.417,-1.813
-0.054,0.459,-1.928
-0.096,0.46,-1.903
-0.093,0.43,-1.771
-0.034,0.368,-1.591
0.048,0.275,-1.392
0.145,0.174,-1.218
0.231,0.088,-1.067
0.28,0.011,-0.948
0.282,-0.043,-0.881
0.26,-0.076,-0.838
0.216,-0.085,-0.798
0.15,-0.087,-0.756
0.082,-0.079,-0.706
0.017,-0.068,-0.659
-0.05,-0.069,-0.626
-0.091,-0.076,-0.598
-0.119,-0.077,-0.6
-0.129,-0.063,-0.62
-0.145,-0.056,-0.628
-0.157,-0.053,-0.621
-0.16,-0.042,-0.616
-0.168,-0.033,-0.61
-0.171,-0.029,-0.601
-0.145,-0.013,-0.587
-0.137,0.006,-0.589
-0.172,0.019,-0.618
-0.205,0.032,-0.659
-0.205,0.069,-0.719
-0.18,0.109,-0.795
-0.136,0.139,-0.866
-0.105,0.154,-0.907
-0.071,0.175,-0.911
-0.037,0.196,-0.912
-0.037,0.205,-0.927
-0.059,0.206,-0.931
-0.068,0.206,-0.937
-0.07,0.204,-0.969
-0.079,0.201,-1.031
-0.095,0.202,-1.102
-0.095,0.205,-1.139
-0.059,0.199,-1.151
0.015,0.182,-1.165
0.071,0.159,-1.189
0.061,0.139,-1.201
0.015,0.126,-1.188
-0.025,0.131,-1.189
-0.068,0.166,-1.265
-0.116,0.228,-1.39
-0.15,0.313,-1.541
-0.187,0.415,-1.682
-0.242,0.494,-1.774
-0.31,0.546,-1.807
-0.363,0.564,-1.784
-0.378,0.543,-1.717
-0.365,0.506,-1.603
-0.344,0.462,-1.48
-0.334,0.411,-1.37
-0.315,0.37,-1.276
-0.284,0.337,-1.199
-0.25,0.315,-1.14
-0.217,0.312,-1.108
-0.195,0.305,-1.082
-0.179,0.295,-1.044
-0.155,0.284,-0.999
-0.138,0.261,-0.948
-0.125,0.232,-0.889
-0.112,0.207,-0.828
-0.117,0.18,-0.768
-0.13,0.148,-0.697
-0.136,0.124,-0.625
-0.117,0.098,-0.57
-0.084,0.071,-0.531
-0.079,0.046,-0.503
-0.093,0.027,-0.476
-0.089,0.019,-0.44
-0.101,0.019,-0.418
-0.126,0.001,-0.426
-0.12,-0.013,-0.445
-0.091,-0.023,-0.456
-0.044,-0.047,-0.477
0.007,-0.043,-0.537
0.04,-0.035,-0.614
0.034,-0.033,-0.682
0,-0.002,-0.748
-0.052,0.027,-0.829
-0.082,0.026,-0.889
-0.071,0.021,-0.914
-0.045,0.029,-0.924
-0.021,0.041,-0.95
-0.001,0.074,-1.023
-0.006,0.119,-1.152
