gFx,gFy,gFz
-0.474,-0.244,-1.964
-0.55,-0.244,-1.949
-0.597,-0.255,-1.938
-0.567,-0.206,-1.913
-0.543,-0.185,-1.886
-0.521,-0.172,-1.841
-0.477,-0.162,-1.74
-0.41,-0.167,-1.622
-0.311,-0.173,-1.517
-0.182,-0.171,-1.438
-0.093,-0.137,-1.437
-0.05,-0.081,-1.515
-0.013,-0.004,-1.623
0.039,0.086,-1.722
0.105,0.149,-1.75
0.195,0.195,-1.677
0.277,0.22,-1.523
0.358,0.235,-1.326
0.422,0.247,-1.129
0.508,0.223,-0.961
0.609,0.171,-0.812
0.675,0.143,-0.67
0.707,0.137,-0.548
0.683,0.135,-0.468
0.634,0.129,-0.419
0.589,0.119,-0.376
0.554,0.087,-0.333
0.535,0.041,-0.282
0.537,0.011,-0.229
0.569,-0.007,-0.196
0.601,-0.037,-0.182
0.602,-0.058,-0.188
0.591,-0.053,-0.206
0.566,-0.059,-0.218
0.539,-0.072,-0.205
0.523,-0.099,-0.177
0.513,-0.121,-0.145
0.526,-0.111,-0.12
0.598,-0.107,-0.117
0.663,-0.118,-0.143
0.67,-0.107,-0.194
0.64,-0.095,-0.255
0.616,-0.088,-0.311
0.601,-0.083,-0.36
0.616,-0.096,-0.402
0.657,-0.12,-0.435
0.72,-0.14,-0.456
0.758,-0.142,-0.49
0.762,-0.132,-0.563
0.766,-0.117,-0.673
0.739,-0.106,-0.829
0.667,-0.111,-0.992
0.573,-0.096,-1.128
0.462,-0.058,-1.242
0.35,-0.046,-1.347
0.275,-0.047,-1.444
0.24,-0.048,-1.526
0.249,-0.048,-1.591
0.264,-0.069,-1.655
0.28,-0.108,-1.714
0.282,-0.144,-1.743
0.245,-0.163,-1.775
0.158,-0.182,-1.847
0.059,-0.204,-1.91
-0.011,-0.211,-1.931
-0.055,-0.224,-1.92
-0.071,-0.225,-1.875
-0.07,-0.23,-1.822
-0.067,-0.236,-1.774
-0.054,-0.246,-1.723
-0.039,-0.26,-1.668
-0.014,-0.262,-1.601
0.02,-0.259,-1.53
0.068,-0.252,-1.462
0.116,-0.244,-1.424
0.186,-0.24,-1.421
0.287,-0.244,-1.46
0.395,-0.215,-1.535
0.453,-0.158,-1.641
0.461,-0.101,-1.735
0.49,-0.018,-1.745
0.488,0.013,-1.702
0.485,0.05,-1.602
0.496,0.147,-1.466
0.51,0.185,-1.358
0.553,0.179,-1.254
0.627,0.17,-1.112
0.661,0.169,-0.952
0.642,0.162,-0.783
0.612,0.155,-0.608
0.587,0.139,-0.436
0.585,0.102,-0.281
0.604,0.05,-0.153
0.606,-0.011,-0.049
0.586,-0.082,0.038
0.594,-0.111,0.119
0.585,-0.12,0.171
0.557,-0.144,0.17
0.51,-0.176,0.122
0.491,-0.196,0.078
0.49,-0.219,0.055
0.524,-0.231,0.034
0.575,-0.241,0.032
0.62,-0.264,0.04
0.638,-0.279,0.048
0.628,-0.278,0.062
0.609,-0.248,0.069
0.609,-0.188,0.041
0.631,-0.138,-0.041
0.683,-0.114,-0.175
0.734,-0.09,-0.335
0.773,-0.069,-0.485
0.8,-0.06,-0.599
0.8,-0.047,-0.672
0.765,-0.022,-0.719
0.717,-0.016,-0.761
0.683,-0.022,-0.808
0.661,-0.007,-0.894
0.644,-0.007,-1.035
0.626,-0.025,-1.182
0.613,-0.045,-1.282
0.618,-0.056,-1.342
0.638,-0.069,-1.41
0.621,-0.108,-1.49
0.568,-0.157,-1.568
0.498,-0.168,-1.65
0.41,-0.187,-1.721
0.314,-0.213,-1.75
0.244,-0.227,-1.738
0.202,-0.21,-1.713
0.154,-0.193,-1.714
0.099,-0.199,-1.724
0.054,-0.209,-1.703
0.04,-0.2,-1.646
0.016,-0.188,-1.598
-0.018,-0.188,-1.571
-0.061,-0.186,-1.538
-0.102,-0.183,-1.481
-0.128,-0.18,-1.411
-0.144,-0.192,-1.342
-0.164,-0.193,-1.287
-0.183,-0.181,-1.252
-0.175,-0.166,-1.245
-0.148,-0.142,-1.268
-0.103,-0.105,-1.324
-0.038,-0.065,-1.42
0.028,-0.025,-1.549
0.053,0.04,-1.672
0.021,0.1,-1.747
-0.02,0.154,-1.745
-0.026,0.22,-1.68
-0.008,0.268,-1.599
0.064,0.294,-1.508
0.164,0.319,-1.441
0.264,0.319,-1.356
0.406,0.35,-1.233
0.545,0.4,-1.125
0.665,0.454,-1.041
0.77,0.526,-0.986
0.83,0.548,-0.943
0.826,0.509,-0.875
0.786,0.453,-0.756
0.742,0.38,-0.598
0.705,0.294,-0.424
0.683,0.208,-0.262
0.66,0.124,-0.132
0.649,0.063,-0.04
0.652,0.012,0.039
0.619,-0.049,0.082
0.563,-0.091,0.071
0.536,-0.107,0.055
0.546,-0.117,0.046
0.573,-0.131,0.027
0.62,-0.134,-0.015
0.675,-0.136,-0.093
0.694,-0.144,-0.19
0.669,-0.13,-0.315
0.612,-0.106,-0.49
0.547,-0.081,-0.734
0.439,-0.039,-0.999
0.306,-0.002,-1.188
0.16,0.011,-1.33
0.092,0.016,-1.434
-0.005,-0.003,-1.525
-0.114,-0.04,-1.638
-0.166,-0.086,-1.756
-0.172,-0.183,-1.822
-0.187,-0.214,-1.79
-0.187,-0.275,-1.697
-0.244,-0.415,-1.592
-0.27,-0.439,-1.458
-0.256,-0.437,-1.371
-0.281,-0.4,-1.354
-0.376,-0.472,-1.376
-0.434,-0.509,-1.337
-0.47,-0.506,-1.279
-0.495,-0.514,-1.213
-0.509,-0.53,-1.091
-0.477,-0.547,-1.051
-0.394,-0.563,-1.143
-0.296,-0.565,-1.251
-0.204,-0.445,-1.283
-0.188,-0.364,-1.274
-0.074,-0.294,-1.246
0.054,-0.327,-1.242
0.182,-0.392,-1.254
0.277,-0.381,-1.209
0.252,-0.355,-1.134
0.161,-0.375,-1.101
0.123,-0.399,-1.126
0.114,-0.38,-1.163
0.12,-0.314,-1.23
0.152,-0.241,-1.392
0.206,-0.128,-1.588
0.211,-0.055,-1.706
0.232,-0.047,-1.74
0.279,-0.02,-1.65
0.367,0.01,-1.486
0.447,0.018,-1.315
0.462,-0.025,-1.146
0.484,-0.071,-0.979
0.505,-0.117,-0.854
0.557,-0.092,-0.823
0.577,-0.015,-0.87
0.567,-0.004,-0.884
0.562,-0.031,-0.827
0.555,-0.014,-0.725
0.538,0.003,-0.617
0.535,-0.013,-0.529
0.552,-0.035,-0.448
0.569,-0.042,-0.367
0.568,-0.029,-0.282
0.562,-0.009,-0.213
0.539,-0.008,-0.186
0.505,-0.017,-0.185
0.492,-0.023,-0.182
0.515,-0.015,-0.181
0.538,-0.022,-0.18
0.554,-0.03,-0.17
0.586,-0.033,-0.165
0.626,-0.053,-0.178
0.647,-0.054,-0.196
0.618,-0.052,-0.214
0.569,-0.067,-0.226
0.538,-0.079,-0.258
0.52,-0.093,-0.317
0.535,-0.111,-0.375
0.601,-0.124,-0.431
0.666,-0.142,-0.493
0.674,-0.16,-0.549
0.606,-0.175,-0.601
0.554,-0.165,-0.69
0.547,-0.143,-0.841
0.53,-0.159,-1.018
0.531,-0.173,-1.175
0.52,-0.179,-1.282
0.46,-0.201,-1.357
0.388,-0.22,-1.419
0.326,-0.217,-1.473
0.271,-0.239,-1.521
0.25,-0.271,-1.555
0.253,-0.293,-1.6
0.236,-0.31,-1.659
0.202,-0.338,-1.7
0.158,-0.363,-1.718
0.12,-0.364,-1.723
0.052,-0.4,-1.732
0.028,-0.386,-1.698
0.018,-0.389,-1.647
0.005,-0.386,-1.614
-0.028,-0.387,-1.59
-0.055,-0.383,-1.547
-0.062,-0.354,-1.488
-0.063,-0.334,-1.439
-0.03,-0.328,-1.385
0.02,-0.327,-1.31
0.063,-0.318,-1.237
0.099,-0.307,-1.208
0.129,-0.304,-1.224
0.147,-0.266,-1.269
0.156,-0.227,-1.332
0.161,-0.217,-1.404
0.179,-0.177,-1.439
0.203,-0.136,-1.427
0.239,-0.093,-1.429
0.299,-0.041,-1.462
0.33,0.003,-1.521
0.333,0.056,-1.581
0.331,0.082,-1.634
0.356,0.086,-1.629
0.416,0.129,-1.502
0.478,0.136,-1.333
0.522,0.13,-1.204
0.523,0.119,-1.105
0.485,0.095,-1.008
0.442,0.081,-0.907
0.431,0.059,-0.778
0.49,0.033,-0.631
0.585,0.027,-0.503
0.654,0.007,-0.449
0.672,-0.007,-0.432
0.657,-0.013,-0.437
0.622,-0.008,-0.446
0.575,-0.005,-0.448
0.535,-0.001,-0.398
0.486,-0.01,-0.32
0.476,-0.006,-0.259
0.464,-0.022,-0.221
0.444,-0.066,-0.215
0.424,-0.113,-0.226
0.441,-0.117,-0.213
0.499,-0.154,-0.186
0.579,-0.177,-0.173
0.628,-0.179,-0.18
0.614,-0.158,-0.178
0.561,-0.128,-0.185
0.522,-0.099,-0.204
0.518,-0.04,-0.193
0.458,0.038,-0.289
0.398,0.085,-0.481
0.331,0.153,-0.696
0.31,0.138,-0.929
0.23,0.36,-1.047
0.124,0.471,-1.149
-0.028,0.4,-1.248
-0.089,0.288,-1.346
-0.155,0.366,-1.406
-0.286,0.686,-1.421
-0.454,0.597,-1.518
-0.561,0.399,-1.597
-0.562,0.459,-1.543
-0.499,0.413,-1.511
-0.577,0.499,-1.5
-0.657,0.471,-1.486
-0.811,0.45,-1.529
-0.855,0.382,-1.528
-0.817,0.325,-1.489
-0.821,0.428,-1.375
-0.806,0.288,-1.34
-0.787,0.228,-1.336
-0.756,0.239,-1.283
-0.717,0.168,-1.269
-0.742,0.205,-1.249
-0.739,0.185,-1.201
-0.727,0.133,-1.18
-0.676,0.128,-1.178
-0.624,0.147,-1.187
-0.593,0.15,-1.208
-0.572,0.158,-1.222
-0.558,0.161,-1.223
-0.534,0.16,-1.218
-0.497,0.163,-1.206
-0.46,0.16,-1.193
-0.426,0.171,-1.194
-0.392,0.195,-1.218
-0.364,0.219,-1.272
-0.347,0.247,-1.329
-0.329,0.285,-1.365
-0.316,0.32,-1.386
-0.296,0.359,-1.386
-0.26,0.386,-1.361
-0.208,0.388,-1.328
-0.133,0.38,-1.28
-0.046,0.357,-1.211
0.011,0.348,-1.116
0.044,0.34,-1.01
0.057,0.318,-0.913
0.078,0.307,-0.819
0.115,0.283,-0.749
0.172,0.26,-0.71
0.238,0.253,-0.698
0.277,0.239,-0.7
0.324,0.227,-0.685
0.396,0.23,-0.641
0.443,0.216,-0.593
0.455,0.198,-0.544
0.441,0.185,-0.497
0.422,0.163,-0.455
0.432,0.135,-0.409
0.458,0.115,-0.368
0.469,0.094,-0.347
0.478,0.063,-0.346
0.488,0.042,-0.351
0.494,0.031,-0.36
0.519,0.022,-0.389
0.54,0.012,-0.435
0.556,-0.003,-0.477
0.554,0.009,-0.514
0.523,0.031,-0.567
0.489,0.042,-0.623
0.465,0.053,-0.651
0.441,0.075,-0.665
0.4,0.104,-0.675
0.356,0.12,-0.689
0.327,0.147,-0.73
0.288,0.173,-0.801
0.246,0.206,-0.867
0.193,0.241,-0.938
0.141,0.265,-1.061
0.087,0.3,-1.225
-0.004,0.328,-1.384
-0.074,0.339,-1.509
-0.142,0.333,-1.605
-0.21,0.316,-1.663
-0.272,0.29,-1.682
-0.313,0.255,-1.678
-0.342,0.214,-1.645
-0.36,0.173,-1.595
-0.377,0.135,-1.557
-0.403,0.093,-1.524
-0.431,0.063,-1.49
-0.473,0.042,-1.482
-0.504,0.03,-1.493
-0.53,0.016,-1.482
-0.536,0.009,-1.446
-0.521,0.013,-1.407
-0.501,0.024,-1.377
-0.469,0.038,-1.356
-0.431,0.063,-1.335
-0.423,0.084,-1.328
-0.425,0.105,-1.325
-0.409,0.123,-1.309
-0.359,0.138,-1.275
-0.306,0.153,-1.242
-0.273,0.159,-1.221
-0.235,0.169,-1.221
-0.209,0.185,-1.258
-0.212,0.203,-1.316
-0.2,0.231,-1.376
-0.148,0.274,-1.454
-0.049,0.353,-1.529
0.063,0.465,-1.609
0.09,0.538,-1.756
0.047,0.59,-1.937
0.077,0.721,-2.071
0.021,0.699,-2.096
-0.007,0.633,-1.985
0.091,0.618,-1.773
0.269,0.58,-1.525
0.439,0.507,-1.275
0.551,0.424,-1.04
0.61,0.356,-0.84
0.608,0.286,-0.693
0.606,0.215,-0.573
0.631,0.147,-0.441
0.653,0.094,-0.307
0.654,0.045,-0.202
0.631,-0.018,-0.126
0.614,-0.052,-0.041
0.597,-0.084,0.045
0.587,-0.133,0.117
0.589,-0.157,0.183
0.584,-0.179,0.235
0.587,-0.192,0.26
0.573,-0.199,0.24
0.546,-0.188,0.187
0.53,-0.164,0.131
0.531,-0.147,0.085
0.529,-0.106,0.048
0.51,-0.059,-0.014
0.477,-0.013,-0.107
0.443,0.054,-0.208
0.422,0.102,-0.307
0.422,0.148,-0.417
0.422,0.192,-0.554
0.422,0.24,-0.708
0.406,0.277,-0.889
0.38,0.273,-1.088
0.39,0.296,-1.219
0.35,0.309,-1.27
0.276,0.298,-1.305
0.171,0.282,-1.37
0.107,0.28,-1.43
0.085,0.268,-1.502
0.053,0.236,-1.595
-0.006,0.187,-1.703
0.005,0.163,-1.738
0.017,0.117,-1.742
0.02,0.072,-1.721
-0.008,0.024,-1.666
-0.058,0.002,-1.604
-0.118,-0.024,-1.549
-0.163,-0.025,-1.487
-0.203,-0.02,-1.477
-0.256,-0.043,-1.524
-0.305,-0.052,-1.559
-0.283,-0.045,-1.523
-0.293,-0.056,-1.473
-0.298,-0.051,-1.391
-0.306,-0.055,-1.319
-0.301,-0.063,-1.265
-0.286,-0.073,-1.236
-0.256,-0.072,-1.246
-0.21,-0.056,-1.272
-0.176,-0.038,-1.269
-0.171,-0.013,-1.259
-0.182,0.01,-1.262
-0.185,0.028,-1.277
-0.176,0.04,-1.327
-0.166,0.045,-1.406
-0.129,0.074,-1.482
-0.053,0.103,-1.566
0.057,0.158,-1.655
0.126,0.236,-1.783
0.102,0.298,-2.007
0.006,0.352,-2.206
-0.064,0.415,-2.263
-0.066,0.452,-2.184
0.039,0.471,-1.97
0.201,0.468,-1.678
0.32,0.428,-1.397
0.383,0.365,-1.121
0.412,0.315,-0.869
0.437,0.259,-0.69
0.463,0.196,-0.545
0.511,0.155,-0.413
0.552,0.12,-0.319
0.601,0.089,-0.252
0.648,0.044,-0.173
0.635,-0.013,-0.104
0.622,-0.047,-0.049
0.632,-0.061,0.028
0.612,-0.12,0.081
0.639,-0.128,0.148
0.634,-0.144,0.185
0.596,-0.161,0.169
0.565,-0.141,0.139
0.522,-0.136,0.086
0.495,-0.124,0.01
0.473,-0.111,-0.068
0.448,-0.08,-0.161
0.419,-0.053,-0.261
0.388,-0.021,-0.344
0.369,0.027,-0.432
0.388,0.064,-0.527
0.418,0.092,-0.606
0.406,0.109,-0.706
0.369,0.133,-0.818
0.33,0.163,-0.913
0.287,0.184,-1.007
0.246,0.188,-1.092
0.234,0.186,-1.128
0.231,0.195,-1.122
0.222,0.198,-1.144
0.212,0.198,-1.178
0.189,0.202,-1.217
0.157,0.208,-1.281
0.128,0.222,-1.355
0.111,0.225,-1.416
0.09,0.223,-1.471
0.049,0.214,-1.523
-0.016,0.203,-1.544
-0.087,0.19,-1.537
-0.153,0.173,-1.526
-0.204,0.154,-1.511
-0.25,0.141,-1.477
-0.297,0.133,-1.454
-0.337,0.117,-1.46
-0.356,0.109,-1.479
-0.381,0.106,-1.514
-0.404,0.104,-1.556
-0.425,0.105,-1.579
-0.427,0.1,-1.571
-0.418,0.086,-1.533
-0.405,0.078,-1.475
-0.393,0.075,-1.422
-0.38,0.068,-1.377
-0.356,0.069,-1.343
-0.337,0.064,-1.324
-0.314,0.057,-1.326
-0.282,0.058,-1.343
-0.25,0.067,-1.353
-0.228,0.074,-1.362
-0.208,0.082,-1.359
-0.197,0.087,-1.342
-0.17,0.086,-1.322
-0.133,0.083,-1.288
-0.11,0.062,-1.268
-0.098,0.049,-1.268
-0.068,0.058,-1.268
-0.024,0.081,-1.28
-0.001,0.108,-1.293
0.013,0.14,-1.29
0.026,0.168,-1.269
0.021,0.196,-1.224
0.028,0.222,-1.16
0.054,0.239,-1.087
0.101,0.259,-1.007
0.167,0.257,-0.936
0.229,0.232,-0.861
0.286,0.212,-0.78
0.315,0.197,-0.724
0.34,0.174,-0.682
0.375,0.153,-0.629
0.409,0.132,-0.574
0.431,0.097,-0.531
0.45,0.071,-0.484
0.466,0.052,-0.44
0.473,0.029,-0.417
0.469,0.008,-0.413
0.484,-0.007,-0.412
0.507,-0.016,-0.417
0.501,-0.029,-0.443
0.482,-0.046,-0.484
0.471,-0.058,-0.515
0.465,-0.07,-0.542
0.461,-0.08,-0.561
0.487,-0.077,-0.562
0.533,-0.075,-0.565
0.551,-0.055,-0.578
0.532,-0.02,-0.583
0.497,-0.002,-0.597
0.467,0.023,-0.614
0.442,0.029,-0.646
0.434,0.027,-0.701
0.432,0.025,-0.77
0.439,0.022,-0.83
0.45,0.038,-0.854
0.437,0.065,-0.876
0.397,0.088,-0.917
0.333,0.1,-0.979
0.267,0.133,-1.066
0.194,0.167,-1.169
0.125,0.192,-1.271
0.071,0.206,-1.354
0.027,0.212,-1.416
-0.022,0.213,-1.481
-0.06,0.206,-1.528
-0.101,0.189,-1.533
-0.151,0.177,-1.51
-0.199,0.17,-1.487
-0.246,0.158,-1.476
-0.284,0.139,-1.486
-0.315,0.121,-1.503
-0.347,0.11,-1.517
-0.375,0.099,-1.535
-0.401,0.09,-1.544
-0.415,0.084,-1.535
-0.427,0.071,-1.512
-0.435,0.059,-1.477
-0.428,0.048,-1.433
-0.408,0.044,-1.377
-0.374,0.048,-1.328
-0.348,0.049,-1.307
-0.339,0.05,-1.315
-0.331,0.042,-1.332
-0.305,0.049,-1.34
-0.268,0.059,-1.325
-0.228,0.067,-1.296
-0.196,0.076,-1.28
-0.182,0.087,-1.282
-0.183,0.085,-1.296
-0.159,0.084,-1.349
-0.104,0.089,-1.421
-0.023,0.096,-1.466
0.058,0.112,-1.479
0.115,0.127,-1.469
0.154,0.145,-1.437
0.168,0.172,-1.391
0.147,0.19,-1.335
0.13,0.205,-1.267
0.145,0.218,-1.187
0.183,0.226,-1.124
0.236,0.232,-1.085
0.311,0.24,-1.043
0.384,0.254,-0.981
0.44,0.24,-0.902
0.493,0.217,-0.807
0.546,0.207,-0.709
0.561,0.2,-0.625
0.545,0.196,-0.569
0.525,0.192,-0.55
0.514,0.197,-0.569
0.508,0.202,-0.584
0.491,0.191,-0.57
0.473,0.165,-0.515
0.495,0.133,-0.432
0.517,0.09,-0.354
0.498,0.046,-0.305
0.464,0.011,-0.273
0.429,-0.02,-0.26
0.395,-0.034,-0.297
0.356,-0.044,-0.363
0.325,-0.042,-0.404
0.326,-0.033,-0.416
0.369,-0.025,-0.456
0.415,-0.009,-0.541
0.407,-0.001,-0.625
0.355,0.01,-0.671
0.289,0.036,-0.704
0.225,0.056,-0.75
0.189,0.072,-0.784
0.203,0.09,-0.821
0.248,0.117,-0.887
0.284,0.146,-1.001
0.252,0.165,-1.142
0.185,0.17,-1.246
0.126,0.17,-1.306
0.08,0.168,-1.357
0.052,0.166,-1.392
0.04,0.156,-1.416
0.038,0.146,-1.425
0.028,0.126,-1.417
0.003,0.112,-1.392
-0.055,0.095,-1.371
-0.12,0.076,-1.363
-0.164,0.063,-1.357
-0.189,0.06,-1.364
-0.215,0.051,-1.389
-0.246,0.042,-1.405
-0.273,0.039,-1.395
-0.296,0.028,-1.379
-0.311,0.014,-1.379
-0.314,0.004,-1.385
-0.304,-0.002,-1.385
-0.289,0.003,-1.38
-0.281,0.009,-1.37
-0.276,0.012,-1.355
-0.273,0.017,-1.353
-0.277,0.027,-1.365
-0.28,0.041,-1.379
-0.271,0.057,-1.388
-0.254,0.072,-1.397
-0.236,0.085,-1.405
-0.22,0.102,-1.4
-0.222,0.114,-1.382
-0.224,0.106,-1.368
-0.184,0.099,-1.377
-0.118,0.1,-1.384
-0.063,0.118,-1.365
-0.024,0.155,-1.335
0.001,0.178,-1.301
0.02,0.206,-1.257
0.034,0.228,-1.218
0.065,0.236,-1.177
0.105,0.25,-1.115
0.156,0.26,-1.044
0.217,0.257,-0.97
0.281,0.255,-0.889
0.342,0.253,-0.812
0.388,0.243,-0.754
0.431,0.239,-0.702
0.462,0.233,-0.654
0.482,0.212,-0.603
0.507,0.187,-0.554
0.529,0.162,-0.515
0.544,0.136,-0.492
0.563,0.111,-0.477
0.572,0.081,-0.463
0.575,0.05,-0.438
0.571,0.02,-0.399
0.551,-0.003,-0.369
0.534,-0.018,-0.354
0.534,-0.019,-0.355
0.537,-0.013,-0.382
0.534,-0.011,-0.438
0.532,0.011,-0.493
0.533,0.054,-0.536
0.535,0.095,-0.582
0.534,0.138,-0.622
0.518,0.183,-0.667
0.496,0.209,-0.711
0.464,0.232,-0.73
0.432,0.241,-0.725
0.396,0.24,-0.716
0.349,0.241,-0.728
0.297,0.242,-0.764
0.245,0.262,-0.813
0.177,0.279,-0.903
0.107,0.289,-1.013
0.048,0.3,-1.116
-0.008,0.306,-1.207
-0.073,0.303,-1.283
-0.128,0.297,-1.336
-0.168,0.288,-1.381
-0.216,0.263,-1.423
-0.278,0.251,-1.461
-0.335,0.248,-1.493
-0.384,0.243,-1.533
-0.42,0.231,-1.578
-0.458,0.217,-1.602
-0.491,0.219,-1.604
-0.535,0.223,-1.607
-0.591,0.217,-1.616
-0.63,0.204,-1.609
-0.628,0.19,-1.577
-0.612,0.177,-1.537
-0.579,0.172,-1.495
-0.529,0.178,-1.448
-0.49,0.192,-1.402
-0.467,0.204,-1.369
-0.44,0.215,-1.351
-0.414,0.226,-1.33
-0.375,0.232,-1.32
-0.329,0.237,-1.323
-0.284,0.236,-1.322
-0.239,0.236,-1.328
-0.206,0.231,-1.33
-0.175,0.23,-1.328
-0.145,0.242,-1.329
-0.114,0.271,-1.329
-0.092,0.296,-1.337
-0.068,0.308,-1.342
-0.036,0.325,-1.337
0.008,0.329,-1.332
0.067,0.327,-1.3
0.128,0.333,-1.25
0.165,0.331,-1.199
0.19,0.334,-1.144
0.219,0.34,-1.1
0.24,0.34,-1.056
0.25,0.338,-1.006
0.251,0.336,-0.963
0.244,0.329,-0.914
0.24,0.32,-0.839
0.252,0.303,-0.757
0.273,0.287,-0.687
0.288,0.271,-0.649
0.308,0.264,-0.639
0.35,0.266,-0.632
0.398,0.25,-0.615
0.435,0.237,-0.58
0.467,0.224,-0.523
0.478,0.203,-0.472
0.457,0.181,-0.432
0.42,0.164,-0.394
0.389,0.159,-0.361
0.359,0.158,-0.354
0.341,0.148,-0.361
0.355,0.142,-0.365
0.382,0.141,-0.366
0.404,0.133,-0.362
0.42,0.132,-0.374
0.421,0.138,-0.4
0.402,0.143,-0.427
0.378,0.149,-0.455
0.365,0.163,-0.487
0.362,0.186,-0.507
0.36,0.205,-0.515
0.356,0.212,-0.553
0.347,0.215,-0.622
0.343,0.218,-0.71
0.344,0.224,-0.815
0.351,0.229,-0.929
0.364,0.239,-1.034
0.358,0.253,-1.12
0.337,0.27,-1.203
0.305,0.283,-1.292
0.261,0.292,-1.393
0.201,0.31,-1.492
0.137,0.329,-1.581
0.076,0.336,-1.645
0.015,0.34,-1.677
-0.056,0.342,-1.682
-0.137,0.337,-1.678
-0.211,0.327,-1.664
-0.27,0.313,-1.633
-0.316,0.3,-1.6
-0.36,0.286,-1.592
-0.4,0.271,-1.587
-0.432,0.251,-1.555
-0.468,0.238,-1.506
-0.502,0.23,-1.463
-0.519,0.228,-1.412
-0.527,0.224,-1.345
-0.524,0.217,-1.282
-0.516,0.212,-1.231
-0.497,0.208,-1.191
-0.475,0.203,-1.164
-0.453,0.207,-1.149
-0.435,0.209,-1.135
-0.416,0.21,-1.124
-0.386,0.216,-1.124
-0.353,0.219,-1.121
-0.319,0.228,-1.093
-0.296,0.237,-1.058
-0.287,0.249,-1.032
-0.259,0.262,-1
-0.234,0.27,-0.987
-0.229,0.28,-1.055
-0.194,0.276,-1.181
-0.108,0.279,-1.309
0.01,0.297,-1.423
0.135,0.33,-1.521
0.211,0.361,-1.577
0.241,0.4,-1.597
0.222,0.431,-1.598
0.175,0.448,-1.584
0.166,0.463,-1.548
0.213,0.467,-1.483
0.266,0.447,-1.403
0.32,0.43,-1.315
0.353,0.409,-1.212
0.371,0.379,-1.104
0.387,0.342,-1.012
0.402,0.299,-0.925
0.433,0.264,-0.829
0.454,0.237,-0.734
0.448,0.203,-0.647
