time,gFx,gFy,gFz,gFTotal
0.808,0.268,-0.621,-1.331,1.493
0.819,0.172,-0.626,-1.432,1.572
0.829,0.080,-0.617,-1.537,1.658
0.838,0.042,-0.665,-1.607,1.740
0.848,0.062,-0.719,-1.633,1.785
0.859,0.104,-0.760,-1.611,1.784
0.869,0.114,-0.807,-1.580,1.778
0.878,0.088,-0.843,-1.584,1.796
0.889,0.041,-0.833,-1.594,1.799
0.898,-0.019,-0.806,-1.595,1.787
0.908,-0.037,-0.794,-1.619,1.804
0.918,0.005,-0.805,-1.640,1.827
0.928,0.102,-0.816,-1.660,1.853
0.938,0.218,-0.797,-1.680,1.872
0.948,0.236,-0.764,-1.681,1.861
0.958,0.215,-0.758,-1.628,1.809
0.968,0.194,-0.713,-1.543,1.710
0.978,0.215,-0.682,-1.505,1.666
0.988,0.248,-0.671,-1.517,1.677
0.998,0.272,-0.671,-1.568,1.727
1.008,0.331,-0.660,-1.636,1.795
1.018,0.414,-0.616,-1.671,1.828
1.028,0.515,-0.532,-1.669,1.826
1.038,0.585,-0.385,-1.622,1.767
1.048,0.577,-0.278,-1.536,1.665
1.058,0.542,-0.267,-1.431,1.553
1.068,0.555,-0.265,-1.277,1.417
1.078,0.612,-0.242,-1.133,1.310
1.088,0.667,-0.209,-1.031,1.246
1.098,0.684,-0.181,-0.967,1.198
1.108,0.687,-0.126,-0.927,1.161
1.118,0.654,-0.085,-0.887,1.105
1.128,0.626,-0.091,-0.812,1.029
1.138,0.650,-0.065,-0.744,0.989
1.148,0.669,-0.046,-0.657,0.939
1.158,0.659,-0.080,-0.536,0.853
1.168,0.643,-0.086,-0.376,0.749
1.178,0.591,-0.064,-0.198,0.627
1.188,0.514,-0.069,-0.053,0.522
1.198,0.432,-0.109,0.037,0.447
1.208,0.379,-0.149,0.051,0.410
1.218,0.394,-0.153,0.005,0.423
1.228,0.422,-0.131,-0.090,0.451
1.238,0.460,-0.114,-0.187,0.509
1.248,0.521,-0.087,-0.207,0.567
1.258,0.598,-0.015,-0.151,0.617
1.268,0.653,0.048,-0.073,0.658
1.278,0.702,0.074,-0.019,0.706
1.288,0.770,0.104,-0.005,0.777
1.298,0.815,0.147,-0.012,0.828
1.308,0.867,0.194,-0.023,0.889
1.318,0.928,0.241,-0.009,0.958
1.328,0.986,0.297,0.013,1.030
1.338,0.989,0.345,0.068,1.049
1.348,0.973,0.385,0.122,1.054
1.357,0.992,0.384,0.156,1.075
1.368,1.075,0.374,0.190,1.154
1.377,1.183,0.366,0.235,1.260
1.388,1.263,0.332,0.265,1.333
1.398,1.286,0.281,0.291,1.348
1.408,1.340,0.242,0.258,1.386
1.417,1.440,0.217,0.127,1.461
1.427,1.524,0.150,-0.062,1.533
1.437,1.632,0.162,-0.329,1.673
1.447,1.639,0.151,-0.688,1.784
1.457,1.590,0.077,-1.087,1.927
1.467,1.559,-0.016,-1.485,2.154
1.477,1.540,-0.156,-1.839,2.404
1.487,1.541,-0.299,-2.117,2.636
1.497,1.502,-0.430,-2.319,2.796
1.507,1.396,-0.555,-2.502,2.918
1.517,1.198,-0.672,-2.591,2.933
1.527,0.958,-0.792,-2.560,2.845
1.537,0.777,-0.885,-2.416,2.688
1.547,0.633,-0.995,-2.254,2.544
1.557,0.529,-1.084,-2.113,2.433
1.567,0.416,-1.125,-2.013,2.343
1.577,0.271,-1.139,-1.944,2.269
1.587,0.109,-1.159,-1.898,2.226
1.597,-0.006,-1.175,-1.859,2.199
1.607,-0.069,-1.186,-1.759,2.123
1.617,-0.105,-1.197,-1.597,1.998
1.627,-0.102,-1.197,-1.416,1.857
1.637,-0.045,-1.191,-1.248,1.725
1.647,0.039,-1.180,-1.087,1.605
1.657,0.111,-1.157,-0.957,1.506
1.667,0.169,-1.107,-0.878,1.423
1.677,0.205,-1.042,-0.883,1.381
1.687,0.222,-0.999,-0.944,1.392
1.697,0.253,-0.917,-0.991,1.373
1.707,0.277,-0.852,-1.018,1.356
1.717,0.300,-0.841,-1.049,1.377
1.727,0.359,-0.859,-1.090,1.434
1.737,0.463,-0.859,-1.152,1.510
1.747,0.564,-0.851,-1.219,1.590
1.757,0.620,-0.840,-1.293,1.662
1.767,0.652,-0.794,-1.387,1.727
1.777,0.670,-0.752,-1.469,1.781
1.787,0.709,-0.742,-1.525,1.838
1.797,0.769,-0.705,-1.555,1.873
1.807,0.811,-0.667,-1.567,1.886
1.817,0.852,-0.648,-1.553,1.886
1.827,0.882,-0.603,-1.521,1.859
1.837,0.905,-0.512,-1.465,1.797
1.847,0.917,-0.417,-1.401,1.725
1.857,0.945,-0.280,-1.277,1.614
1.867,0.925,-0.274,-1.160,1.509
1.877,0.837,-0.308,-1.090,1.408
1.887,0.810,-0.249,-0.960,1.281
1.897,0.802,-0.191,-0.835,1.174
1.906,0.781,-0.147,-0.755,1.096
1.917,0.699,-0.118,-0.685,0.985
1.927,0.658,-0.015,-0.596,0.888
1.937,0.670,0.050,-0.534,0.858
1.947,0.755,0.060,-0.576,0.952
1.956,0.863,0.077,-0.646,1.080
1.966,0.930,0.080,-0.677,1.153
1.976,0.939,0.068,-0.640,1.138
1.987,0.909,0.041,-0.520,1.048
1.996,0.856,0.014,-0.359,0.929
2.006,0.772,-0.003,-0.200,0.797
2.016,0.680,0.008,-0.054,0.682
2.026,0.610,0.017,0.058,0.613
2.036,0.567,0.031,0.151,0.588
2.046,0.542,0.061,0.206,0.583
2.056,0.526,0.066,0.222,0.575
2.066,0.547,0.057,0.228,0.595
2.076,0.591,0.048,0.225,0.634
2.086,0.618,0.068,0.276,0.681
2.096,0.627,0.079,0.346,0.721
2.106,0.624,0.063,0.393,0.740
2.116,0.633,0.054,0.429,0.767
2.126,0.671,0.060,0.473,0.824
2.136,0.723,0.058,0.512,0.887
2.146,0.789,0.059,0.531,0.953
2.156,0.844,0.072,0.532,1.000
2.166,0.875,0.068,0.534,1.028
2.176,0.924,0.089,0.501,1.054
2.186,0.981,0.079,0.381,1.056
2.196,1.070,0.036,0.201,1.090
2.206,1.239,-0.028,0.012,1.239
2.216,1.487,-0.095,-0.240,1.509
2.226,1.732,-0.172,-0.623,1.849
2.236,1.901,-0.253,-1.112,2.217
2.246,1.965,-0.333,-1.662,2.596
2.256,1.932,-0.440,-2.125,2.905
2.266,1.809,-0.575,-2.417,3.073
2.276,1.590,-0.748,-2.485,3.043
2.286,1.371,-0.860,-2.315,2.825
2.296,1.172,-0.972,-2.132,2.620
2.306,1.015,-1.042,-2.007,2.479
2.316,0.927,-1.076,-1.910,2.380
2.326,0.819,-1.101,-1.844,2.299
2.336,0.660,-1.094,-1.773,2.186
2.346,0.499,-1.083,-1.667,2.050
2.356,0.375,-1.081,-1.547,1.925
2.366,0.268,-1.062,-1.433,1.804
2.376,0.164,-1.039,-1.335,1.699
2.386,0.072,-1.018,-1.252,1.615
2.396,-0.002,-0.998,-1.184,1.548
2.406,-0.061,-0.968,-1.123,1.484
2.416,-0.090,-0.952,-1.071,1.436
2.426,-0.049,-0.947,-1.050,1.415
2.436,0.054,-0.940,-1.025,1.391
2.446,0.166,-0.943,-0.965,1.359
2.456,0.259,-0.944,-0.901,1.330
2.466,0.318,-0.938,-0.865,1.315
2.476,0.367,-0.918,-0.855,1.307
2.486,0.416,-0.901,-0.882,1.328
2.495,0.454,-0.900,-0.937,1.376
2.506,0.494,-0.893,-0.985,1.418
2.515,0.543,-0.890,-1.039,1.472
2.525,0.600,-0.870,-1.148,1.561
2.535,0.649,-0.821,-1.288,1.660
2.545,0.660,-0.800,-1.389,1.734
2.555,0.689,-0.781,-1.455,1.790
2.566,0.763,-0.758,-1.521,1.863
2.575,0.881,-0.749,-1.567,1.948
2.586,1.004,-0.726,-1.539,1.976
2.595,1.061,-0.697,-1.441,1.920
2.605,1.049,-0.662,-1.290,1.790
2.615,1.025,-0.606,-1.128,1.640
2.625,0.991,-0.526,-0.975,1.486
2.635,0.939,-0.465,-0.884,1.371
2.645,0.912,-0.424,-0.819,1.297
2.655,0.903,-0.380,-0.717,1.214
2.665,0.890,-0.337,-0.614,1.132
2.675,0.874,-0.296,-0.527,1.063
2.685,0.878,-0.240,-0.451,1.016
2.695,0.868,-0.177,-0.374,0.961
2.705,0.826,-0.106,-0.283,0.880
2.715,0.752,-0.045,-0.176,0.773
2.725,0.658,0.000,-0.070,0.662
2.735,0.577,0.035,0.022,0.578
2.745,0.507,0.054,0.097,0.519
2.755,0.475,0.067,0.153,0.503
2.765,0.472,0.102,0.189,0.518
2.775,0.474,0.148,0.219,0.543
2.785,0.497,0.181,0.244,0.583
2.795,0.535,0.205,0.259,0.628
2.805,0.549,0.217,0.249,0.641
2.815,0.539,0.217,0.209,0.618
2.825,0.508,0.215,0.168,0.576
2.835,0.478,0.214,0.142,0.543
2.845,0.458,0.193,0.109,0.509
2.855,0.476,0.176,0.041,0.509
2.865,0.546,0.174,-0.041,0.574
2.875,0.678,0.155,-0.135,0.709
2.885,0.791,0.116,-0.227,0.831
2.895,0.848,0.092,-0.282,0.899
2.905,0.882,0.045,-0.302,0.933
2.915,0.923,-0.023,-0.313,0.975
2.925,0.986,-0.077,-0.334,1.044
2.935,1.059,-0.103,-0.374,1.128
2.945,1.121,-0.128,-0.456,1.217
2.955,1.173,-0.200,-0.584,1.326
2.965,1.225,-0.266,-0.734,1.453
2.975,1.248,-0.328,-0.877,1.560
2.985,1.231,-0.403,-1.019,1.648
2.995,1.209,-0.484,-1.147,1.735
3.005,1.188,-0.568,-1.261,1.823
3.014,1.143,-0.650,-1.359,1.891
3.025,1.064,-0.725,-1.438,1.930
3.035,0.940,-0.785,-1.500,1.936
3.045,0.779,-0.836,-1.557,1.932
3.055,0.615,-0.880,-1.639,1.960
3.064,0.488,-0.928,-1.742,2.033
3.074,0.406,-0.970,-1.840,2.119
3.085,0.341,-1.018,-1.908,2.189
3.094,0.282,-1.066,-1.926,2.219
3.104,0.214,-1.107,-1.876,2.189
3.114,0.162,-1.127,-1.765,2.100
3.124,0.124,-1.151,-1.639,2.007
3.134,0.123,-1.163,-1.523,1.920
3.144,0.148,-1.149,-1.410,1.825
3.154,0.161,-1.126,-1.308,1.733
3.164,0.164,-1.080,-1.214,1.633
3.174,0.157,-1.019,-1.109,1.514
3.184,0.150,-0.952,-1.019,1.403
3.194,0.157,-0.885,-0.942,1.302
3.204,0.170,-0.830,-0.868,1.213
3.214,0.189,-0.793,-0.803,1.144
3.224,0.218,-0.768,-0.768,1.108
3.234,0.240,-0.768,-0.788,1.126
3.244,0.271,-0.777,-0.839,1.175
3.254,0.320,-0.784,-0.883,1.224
3.264,0.373,-0.793,-0.916,1.268
3.274,0.432,-0.806,-0.968,1.332
3.284,0.486,-0.822,-1.023,1.399
3.294,0.547,-0.836,-1.091,1.479
3.304,0.607,-0.835,-1.189,1.575
3.314,0.668,-0.832,-1.311,1.690
3.324,0.736,-0.830,-1.399,1.785
3.334,0.802,-0.808,-1.441,1.836
3.344,0.845,-0.773,-1.452,1.850
3.354,0.859,-0.718,-1.435,1.820
3.364,0.825,-0.640,-1.405,1.750
3.374,0.768,-0.562,-1.386,1.681
3.384,0.723,-0.480,-1.358,1.612
3.394,0.706,-0.409,-1.287,1.524
3.404,0.691,-0.348,-1.205,1.432
3.414,0.678,-0.276,-1.112,1.331
3.424,0.664,-0.226,-0.995,1.218
3.434,0.656,-0.198,-0.856,1.097
3.444,0.663,-0.164,-0.712,0.987
3.454,0.663,-0.140,-0.589,0.898
3.464,0.663,-0.121,-0.485,0.831
3.474,0.673,-0.091,-0.407,0.792
3.484,0.691,-0.052,-0.371,0.786
3.494,0.707,-0.022,-0.363,0.796
3.504,0.711,-0.007,-0.332,0.784
3.514,0.709,0.014,-0.255,0.754
3.524,0.687,0.050,-0.153,0.706
3.534,0.666,0.082,-0.067,0.674
3.544,0.661,0.092,-0.014,0.668
3.554,0.666,0.099,0.027,0.674
3.564,0.645,0.097,0.072,0.656
3.574,0.586,0.089,0.129,0.607
3.584,0.512,0.088,0.188,0.552
3.594,0.450,0.089,0.218,0.508
3.604,0.415,0.088,0.216,0.476
3.613,0.420,0.086,0.193,0.470
3.623,0.449,0.102,0.171,0.491
3.633,0.490,0.098,0.150,0.522
3.643,0.553,0.066,0.140,0.575
3.654,0.647,0.040,0.137,0.663
3.663,0.753,0.015,0.111,0.761
3.673,0.838,-0.003,0.051,0.839
3.683,0.892,-0.005,-0.049,0.894
3.693,0.930,0.001,-0.173,0.946
3.703,0.966,-0.016,-0.304,1.012
3.713,1.029,-0.037,-0.448,1.123
3.723,1.112,-0.069,-0.626,1.278
3.733,1.193,-0.118,-0.818,1.451
3.743,1.252,-0.182,-1.022,1.627
3.753,1.267,-0.242,-1.237,1.787
3.763,1.247,-0.316,-1.418,1.914
3.773,1.203,-0.399,-1.542,1.996
3.783,1.133,-0.480,-1.615,2.031
3.793,1.035,-0.565,-1.633,2.014
3.803,0.933,-0.637,-1.587,1.948
3.813,0.843,-0.706,-1.519,1.875
3.823,0.764,-0.772,-1.454,1.815
3.833,0.699,-0.822,-1.440,1.800
3.843,0.622,-0.870,-1.502,1.844
3.853,0.522,-0.904,-1.601,1.911
3.863,0.408,-0.923,-1.666,1.948
3.873,0.271,-0.958,-1.702,1.972
3.883,0.164,-1.009,-1.722,2.002
3.893,0.094,-1.052,-1.675,1.980
3.903,0.050,-1.087,-1.578,1.916
3.913,0.022,-1.113,-1.487,1.857
3.923,0.011,-1.106,-1.426,1.805
3.933,0.002,-1.074,-1.412,1.774
3.943,0.010,-1.035,-1.434,1.768
3.953,0.036,-0.996,-1.446,1.757
3.963,0.067,-0.964,-1.432,1.727
3.973,0.095,-0.941,-1.361,1.657
3.983,0.106,-0.953,-1.223,1.554
3.993,0.097,-0.992,-1.066,1.459
4.003,0.064,-1.046,-0.976,1.432
4.013,0.035,-1.084,-1.048,1.508
4.023,0.028,-1.094,-1.264,1.672
4.033,0.054,-1.058,-1.477,1.818
4.043,0.122,-0.959,-1.609,1.877
4.053,0.209,-0.819,-1.698,1.897
4.063,0.307,-0.702,-1.794,1.951
4.073,0.440,-0.623,-1.881,2.030
4.083,0.615,-0.573,-1.905,2.082
4.093,0.795,-0.564,-1.853,2.093
4.103,0.938,-0.554,-1.751,2.062
4.113,1.004,-0.527,-1.612,1.971
4.123,1.008,-0.508,-1.444,1.833
4.133,1.018,-0.491,-1.253,1.688
4.143,1.033,-0.456,-1.045,1.538
4.152,1.032,-0.380,-0.923,1.435
4.162,1.006,-0.296,-0.933,1.404
4.172,0.948,-0.196,-0.960,1.363
4.182,0.890,-0.128,-0.926,1.291
4.192,0.835,-0.100,-0.841,1.189
4.202,0.798,-0.057,-0.728,1.081
4.212,0.799,-0.001,-0.589,0.993
4.222,0.824,0.029,-0.448,0.939
4.232,0.855,0.048,-0.302,0.908
4.242,0.863,0.070,-0.166,0.882
4.252,0.850,0.085,-0.063,0.857
4.262,0.836,0.095,0.028,0.842
4.272,0.801,0.109,0.106,0.815
4.282,0.728,0.129,0.148,0.754
4.292,0.651,0.159,0.153,0.687
4.302,0.574,0.195,0.133,0.621
4.312,0.511,0.221,0.091,0.565
4.322,0.487,0.226,0.033,0.538
4.332,0.463,0.200,-0.003,0.504
4.342,0.437,0.167,0.004,0.467
4.352,0.424,0.114,0.033,0.441
4.362,0.460,0.067,0.050,0.467
4.372,0.525,0.032,0.026,0.527
4.382,0.597,0.003,-0.034,0.598
4.392,0.660,-0.026,-0.102,0.668
4.402,0.698,-0.061,-0.161,0.719
4.412,0.724,-0.094,-0.197,0.756
4.422,0.758,-0.142,-0.202,0.798
4.432,0.819,-0.229,-0.186,0.870
4.442,0.910,-0.320,-0.197,0.985
4.452,0.994,-0.402,-0.259,1.103
4.462,1.064,-0.467,-0.360,1.216
4.472,1.091,-0.514,-0.460,1.291
4.482,1.082,-0.558,-0.546,1.334
4.492,1.066,-0.593,-0.603,1.361
4.502,1.053,-0.618,-0.623,1.371
4.512,1.041,-0.639,-0.644,1.381
4.522,1.012,-0.660,-0.690,1.392
4.532,0.964,-0.663,-0.755,1.393
4.542,0.901,-0.640,-0.835,1.385
4.552,0.835,-0.612,-0.905,1.375
4.562,0.768,-0.573,-0.956,1.354
4.572,0.715,-0.547,-1.013,1.355
4.582,0.642,-0.549,-1.073,1.365
4.592,0.562,-0.577,-1.084,1.350
4.602,0.523,-0.623,-1.047,1.326
4.611,0.559,-0.670,-1.046,1.363
4.622,0.612,-0.709,-1.126,1.465
4.632,0.621,-0.750,-1.202,1.547
4.642,0.589,-0.787,-1.255,1.594
4.651,0.491,-0.814,-1.278,1.593
4.662,0.354,-0.832,-1.265,1.555
4.671,0.209,-0.875,-1.223,1.519
4.682,0.095,-0.969,-1.212,1.555
4.691,0.076,-1.047,-1.287,1.661
4.701,0.111,-1.104,-1.412,1.796
4.711,0.134,-1.159,-1.477,1.882
4.721,0.110,-1.188,-1.409,1.846
4.731,0.060,-1.195,-1.269,1.744
4.741,0.010,-1.192,-1.157,1.662
4.751,-0.001,-1.169,-1.104,1.608
4.761,0.038,-1.138,-1.118,1.596
4.771,0.133,-1.089,-1.177,1.609
4.781,0.250,-1.031,-1.281,1.664
4.791,0.356,-0.954,-1.430,1.756
4.801,0.445,-0.868,-1.546,1.828
4.811,0.526,-0.805,-1.571,1.842
4.821,0.590,-0.776,-1.492,1.782
4.831,0.624,-0.773,-1.334,1.664
4.841,0.653,-0.781,-1.144,1.532
4.851,0.699,-0.792,-0.986,1.445
4.861,0.747,-0.803,-0.888,1.411
4.871,0.793,-0.798,-0.845,1.407
4.881,0.827,-0.777,-0.834,1.409
4.891,0.842,-0.752,-0.824,1.397
4.901,0.851,-0.741,-0.803,1.385
4.911,0.874,-0.740,-0.757,1.372
4.921,0.920,-0.721,-0.701,1.363
4.931,0.952,-0.708,-0.674,1.364
4.941,0.967,-0.697,-0.652,1.359
4.951,0.961,-0.662,-0.614,1.318
4.961,0.924,-0.613,-0.579,1.251
4.971,0.865,-0.546,-0.565,1.168
4.981,0.799,-0.467,-0.586,1.095
4.991,0.743,-0.388,-0.628,1.047
5.001,0.697,-0.308,-0.645,0.998
5.011,0.676,-0.222,-0.618,0.942
5.021,0.647,-0.149,-0.574,0.878
5.031,0.612,-0.077,-0.521,0.807
5.041,0.630,0.002,-0.464,0.783
5.051,0.668,0.069,-0.397,0.780
5.061,0.703,0.126,-0.336,0.790
5.071,0.745,0.179,-0.292,0.820
5.081,0.792,0.244,-0.251,0.866
5.091,0.862,0.320,-0.219,0.945
5.101,0.943,0.396,-0.204,1.043
5.111,1.017,0.486,-0.185,1.142
5.121,1.069,0.553,-0.136,1.211
5.131,1.089,0.554,-0.073,1.224
5.141,1.067,0.491,-0.005,1.175
5.151,1.007,0.406,0.071,1.089
5.161,0.948,0.326,0.166,1.016
5.171,0.909,0.245,0.252,0.974
5.181,0.878,0.148,0.309,0.942
5.191,0.819,0.047,0.326,0.883
5.200,0.732,-0.027,0.299,0.791
5.210,0.658,-0.059,0.221,0.696
5.221,0.628,-0.085,0.093,0.641
5.230,0.616,-0.153,-0.057,0.637
5.241,0.597,-0.253,-0.241,0.691
5.250,0.599,-0.337,-0.417,0.804
5.261,0.594,-0.440,-0.543,0.917
5.270,0.603,-0.568,-0.654,1.055
5.281,0.691,-0.662,-0.813,1.256
5.290,0.799,-0.721,-1.004,1.472
5.300,0.862,-0.771,-1.201,1.667
5.310,0.876,-0.819,-1.410,1.851
5.320,0.836,-0.855,-1.625,2.018
5.330,0.757,-0.900,-1.823,2.170
5.340,0.672,-0.947,-1.950,2.270
5.350,0.578,-1.007,-1.970,2.287
5.360,0.502,-1.124,-1.929,2.289
5.370,0.484,-1.171,-1.807,2.207
5.380,0.454,-1.199,-1.679,2.113
5.390,0.388,-1.234,-1.614,2.068
5.400,0.329,-1.223,-1.546,1.998
5.410,0.272,-1.198,-1.469,1.915
5.420,0.214,-1.175,-1.367,1.815
5.430,0.167,-1.150,-1.213,1.680
5.440,0.128,-1.128,-1.051,1.547
5.450,0.105,-1.107,-0.929,1.449
5.460,0.095,-1.081,-0.864,1.388
5.470,0.099,-1.049,-0.839,1.347
5.480,0.120,-1.012,-0.826,1.312
5.490,0.141,-0.981,-0.830,1.293
5.500,0.152,-0.953,-0.841,1.281
5.510,0.182,-0.932,-0.843,1.269
5.520,0.245,-0.921,-0.851,1.278
5.530,0.301,-0.918,-0.907,1.326
5.540,0.345,-0.918,-1.002,1.402
5.550,0.383,-0.901,-1.122,1.489
5.560,0.400,-0.879,-1.235,1.568
5.570,0.431,-0.882,-1.301,1.630
5.580,0.480,-0.916,-1.326,1.682
5.590,0.543,-0.945,-1.367,1.749
5.600,0.627,-0.939,-1.430,1.822
5.610,0.701,-0.917,-1.504,1.896
5.620,0.753,-0.875,-1.557,1.938
5.630,0.796,-0.828,-1.529,1.913
5.640,0.824,-0.769,-1.411,1.806
5.650,0.833,-0.722,-1.243,1.661
5.660,0.845,-0.680,-1.082,1.532
5.670,0.864,-0.639,-0.966,1.445
5.680,0.897,-0.616,-0.896,1.410
5.690,0.949,-0.592,-0.830,1.393
5.700,0.998,-0.567,-0.748,1.370
5.710,1.037,-0.531,-0.640,1.329
5.720,1.057,-0.452,-0.505,1.256
5.730,1.031,-0.358,-0.380,1.156
5.740,0.966,-0.266,-0.294,1.045
5.750,0.885,-0.178,-0.249,0.936
5.759,0.801,-0.110,-0.252,0.847
5.769,0.754,-0.076,-0.272,0.806
5.780,0.743,-0.044,-0.279,0.795
5.790,0.737,0.007,-0.259,0.781
5.800,0.727,0.061,-0.209,0.759
5.810,0.723,0.105,-0.137,0.743
5.819,0.689,0.135,-0.053,0.704
5.830,0.618,0.140,0.028,0.634
5.839,0.553,0.125,0.103,0.577
5.849,0.495,0.115,0.173,0.537
5.859,0.450,0.105,0.226,0.514
5.869,0.414,0.082,0.251,0.491
5.879,0.394,0.054,0.263,0.476
5.889,0.394,0.029,0.277,0.482
5.899,0.417,0.006,0.300,0.514
5.909,0.439,-0.009,0.334,0.552
5.919,0.455,-0.035,0.345,0.572
5.929,0.459,-0.072,0.329,0.569
5.939,0.544,-0.058,0.345,0.647
5.949,0.585,-0.085,0.328,0.676
5.959,0.621,-0.143,0.279,0.696
5.969,0.704,-0.173,0.184,0.748
5.979,0.812,-0.180,0.043,0.833
5.989,0.881,-0.211,-0.132,0.916
5.999,0.939,-0.265,-0.327,1.029
6.009,1.016,-0.320,-0.553,1.200
6.019,1.086,-0.424,-0.821,1.426
6.029,1.186,-0.519,-1.098,1.698
6.039,1.293,-0.556,-1.347,1.948
6.049,1.354,-0.610,-1.533,2.134
6.059,1.379,-0.678,-1.616,2.230
6.069,1.329,-0.769,-1.605,2.221
6.079,1.225,-0.868,-1.536,2.148
6.089,1.119,-0.949,-1.431,2.050
6.099,1.013,-1.020,-1.332,1.960
6.109,0.895,-1.076,-1.248,1.875
6.119,0.777,-1.117,-1.177,1.799
6.129,0.662,-1.143,-1.115,1.729
6.139,0.563,-1.145,-1.091,1.679
6.149,0.463,-1.134,-1.105,1.649
6.159,0.361,-1.120,-1.113,1.620
6.169,0.268,-1.106,-1.100,1.583
6.179,0.172,-1.094,-1.074,1.542
6.189,0.077,-1.078,-1.010,1.479
6.199,-0.008,-1.065,-0.917,1.405
6.209,-0.074,-1.066,-0.822,1.348
6.219,-0.110,-1.061,-0.761,1.311
6.229,-0.117,-1.043,-0.753,1.292
6.239,-0.097,-1.025,-0.806,1.308
6.249,-0.053,-0.988,-0.908,1.343
6.259,-0.011,-0.955,-0.992,1.377
6.268,0.040,-0.927,-1.036,1.390
6.279,0.071,-0.918,-1.063,1.406
6.289,0.101,-0.928,-1.072,1.422
6.299,0.158,-0.950,-1.057,1.430
6.309,0.246,-0.966,-1.039,1.440
6.318,0.324,-0.991,-1.062,1.488
6.328,0.393,-1.011,-1.135,1.570
6.338,0.455,-1.009,-1.255,1.673
6.348,0.496,-0.979,-1.401,1.780
6.358,0.484,-0.940,-1.551,1.877
6.368,0.478,-0.865,-1.645,1.919
6.379,0.513,-0.785,-1.687,1.930
6.388,0.585,-0.728,-1.725,1.961
6.398,0.652,-0.686,-1.737,1.978
6.408,0.711,-0.637,-1.671,1.925
6.418,0.753,-0.601,-1.530,1.808
