,average_gFx,average_gFy,average_gFz,sum_gFx,sum_gFy,sum_gFz,action
124,-0.19602,0.26753000000000005,-0.99693,-19.602,26.753000000000004,-99.693,walk
125,-0.15499000000000002,0.28136,-0.93092,-15.499,28.136,-93.092,walk
126,-0.16947000000000004,0.26819,-0.9404400000000002,-16.947000000000003,26.819,-94.04400000000001,walk
127,-0.18288999999999997,0.28136,-0.9984099999999999,-18.288999999999998,28.136,-99.841,walk
128,-0.17726000000000003,0.3190700000000001,-0.9194199999999999,-17.726000000000003,31.907000000000007,-91.942,walk
129,-0.20116999999999996,0.2917100000000001,-0.9429299999999999,-20.116999999999997,29.171000000000006,-94.29299999999999,walk
130,-0.20139999999999997,0.29454,-0.9553100000000001,-20.139999999999997,29.454000000000004,-95.531,walk
131,-0.19468,0.30254,-0.93005,-19.468,30.253999999999998,-93.00500000000001,walk
132,-0.22046,0.28314000000000006,-0.97075,-22.046,28.314000000000004,-97.075,walk
133,-0.20465,0.31387999999999994,-0.9231599999999999,-20.465,31.387999999999995,-92.31599999999999,walk
134,-0.21108000000000005,0.29008,-0.94833,-21.108000000000004,29.008,-94.833,walk
135,-0.21169000000000004,0.26056,-0.9551100000000001,-21.169000000000004,26.056,-95.51100000000001,walk
136,-0.16506,0.22814999999999996,-0.9587900000000001,-16.506,22.814999999999998,-95.87900000000002,walk
137,-0.14039999999999997,0.15066000000000002,-1.0327899999999999,-14.039999999999997,15.066,-103.279,walk
138,-0.10989,0.18087000000000003,-0.96467,-10.989,18.087000000000003,-96.467,walk
139,-0.14742999999999998,0.17873999999999998,-0.9831900000000001,-14.742999999999999,17.874,-98.31900000000002,walk
140,-0.20235000000000003,0.17562999999999998,-1.00375,-20.235000000000003,17.563,-100.375,walk
141,-0.19796999999999998,0.22713999999999998,-0.95509,-19.796999999999997,22.714,-95.509,walk
142,-0.21703000000000003,0.21922,-0.9982,-21.703000000000003,21.922,-99.82,walk
143,-0.20776000000000003,0.2731,-0.92389,-20.776000000000003,27.31,-92.389,walk
144,-0.21697999999999998,0.27698999999999996,-0.9376400000000001,-21.697999999999997,27.698999999999998,-93.76400000000001,walk
145,-0.23640999999999998,0.27851,-0.98855,-23.641,27.850999999999996,-98.855,walk
146,-0.20472000000000004,0.31392000000000003,-0.9319200000000002,-20.472000000000005,31.392000000000003,-93.19200000000002,walk
147,-0.20265,0.28504,-0.9759899999999999,-20.265,28.504,-97.59899999999999,walk
148,-0.1833,0.3152,-0.9402900000000001,-18.33,31.52,-94.02900000000001,walk
149,-0.21082,0.29913999999999996,-0.9408900000000001,-21.082,29.913999999999998,-94.08900000000001,walk
150,-0.21719999999999995,0.26829000000000003,-0.9745999999999999,-21.719999999999995,26.829,-97.46,walk
151,-0.1346,0.19402999999999998,-0.9763699999999998,-13.459999999999999,19.403,-97.63699999999999,walk
152,-0.10547000000000001,0.12061999999999999,-1.02748,-10.547,12.062,-102.748,walk
153,-0.08378000000000001,0.18306999999999998,-0.9878399999999999,-8.378,18.307,-98.78399999999999,walk
154,-0.13141999999999998,0.14917000000000002,-1.0133800000000002,-13.142,14.917000000000003,-101.33800000000001,walk
155,-0.15288999999999997,0.17511999999999997,-0.9809300000000001,-15.288999999999998,17.511999999999997,-98.093,walk
156,-0.17104000000000003,0.19118,-0.9842500000000001,-17.104000000000003,19.118,-98.42500000000001,walk
157,-0.20233000000000004,0.18712000000000004,-1.00949,-20.233000000000004,18.712000000000003,-100.949,walk
158,-0.17402000000000004,0.23918,-0.9493199999999998,-17.402000000000005,23.918,-94.93199999999999,walk
159,-0.18979,0.22124000000000002,-1.00806,-18.979,22.124000000000002,-100.806,walk
160,-0.16286,0.28418,-0.9594400000000001,-16.286,28.418,-95.944,walk
161,-0.17860000000000004,0.27091,-0.9480400000000002,-17.860000000000003,27.091,-94.80400000000002,walk
162,-0.19262,0.2727800000000001,-0.95903,-19.262,27.278000000000006,-95.903,walk
163,-0.20579,0.31198,-0.9399699999999998,-20.579,31.198,-93.99699999999997,walk
164,-0.23554000000000003,0.28874,-0.98054,-23.554000000000002,28.874000000000002,-98.054,walk
165,-0.18010999999999996,0.31419,-0.9403500000000001,-18.010999999999996,31.419000000000004,-94.03500000000001,walk
166,-0.18864,0.27616,-0.9726499999999999,-18.864,27.616,-97.26499999999999,walk
167,-0.18411999999999998,0.28552,-0.9472400000000001,-18.412,28.552,-94.724,walk
168,-0.18791999999999998,0.28790999999999994,-0.9499299999999998,-18.791999999999998,28.790999999999997,-94.99299999999998,walk
169,-0.21779999999999994,0.29363,-1.00021,-21.779999999999994,29.363,-100.021,walk
170,-0.19899,0.34049999999999997,-0.92088,-19.899,34.05,-92.08800000000001,walk
171,-0.22158000000000005,0.30146999999999996,-0.95694,-22.158000000000005,30.147,-95.694,walk
172,-0.19763000000000006,0.32561999999999997,-0.9431599999999999,-19.763000000000005,32.562,-94.31599999999999,walk
173,-0.21829,0.32577,-0.9221199999999999,-21.829,32.577,-92.21199999999999,walk
174,-0.2274,0.3415299999999999,-0.9286299999999998,-22.74,34.15299999999999,-92.86299999999999,walk
175,-0.20851,0.36195000000000005,-0.9103599999999998,-20.851,36.19500000000001,-91.03599999999999,walk
176,-0.23128000000000004,0.33307000000000003,-0.94916,-23.128000000000004,33.307,-94.916,walk
177,-0.18130000000000002,0.32354,-0.9292399999999997,-18.130000000000003,32.354,-92.92399999999998,walk
178,-0.15178,0.20926999999999998,-0.9830300000000001,-15.178,20.927,-98.30300000000001,walk
179,-0.13674,0.17112000000000002,-0.9809199999999998,-13.674,17.112000000000002,-98.09199999999998,walk
180,-0.15658999999999998,0.12283,-0.98472,-15.658999999999997,12.283,-98.47200000000001,walk
181,-0.16264,0.09551000000000003,-1.0020099999999998,-16.264,9.551000000000002,-100.201,walk
182,-0.15712,0.10075999999999999,-0.9887299999999999,-15.712,10.075999999999999,-98.87299999999999,walk
183,-0.19942000000000001,0.09012,-1.0023,-19.942,9.012,-100.22999999999999,walk
184,-0.19817,0.16276000000000004,-0.9666400000000002,-19.817,16.276000000000003,-96.66400000000002,walk
185,-0.21608000000000005,0.18174000000000004,-0.99413,-21.608000000000004,18.174000000000003,-99.413,walk
186,-0.21555,0.21914999999999996,-0.95452,-21.555,21.914999999999996,-95.452,walk
187,-0.19885000000000003,0.21313000000000001,-0.9531499999999999,-19.885,21.313000000000002,-95.315,walk
188,-0.18646000000000001,0.18780000000000002,-0.9794699999999998,-18.646,18.78,-97.94699999999999,walk
189,-0.16355,0.21986999999999998,-0.96109,-16.355,21.987,-96.109,walk
190,-0.17717000000000002,0.23186999999999997,-0.9914399999999999,-17.717000000000002,23.186999999999998,-99.14399999999999,walk
191,-0.16133,0.22192,-0.9670700000000001,-16.133,22.192,-96.70700000000001,walk
192,-0.16736,0.1529,-0.99466,-16.736,15.290000000000001,-99.466,walk
193,-0.14874,0.21464999999999995,-0.9732899999999998,-14.874,21.464999999999996,-97.32899999999998,walk
194,-0.18431000000000006,0.28507999999999994,-0.9671,-18.431000000000004,28.507999999999996,-96.71,walk
195,-0.20997999999999997,0.2984,-0.9595,-20.997999999999998,29.84,-95.95,walk
196,-0.17620999999999998,0.32211,-0.9369700000000001,-17.621,32.211,-93.697,walk
197,-0.23202,0.2612300000000001,-1.00333,-23.202,26.123000000000005,-100.333,walk
198,-0.21116000000000004,0.28708,-0.9277599999999998,-21.116000000000003,28.708000000000002,-92.77599999999998,walk
199,-0.21212,0.26345,-0.9494400000000001,-21.212,26.345000000000002,-94.944,walk
200,-0.2419,0.26361999999999997,-0.9976700000000003,-24.19,26.362,-99.76700000000002,walk
201,-0.19785999999999998,0.3321800000000001,-0.92818,-19.785999999999998,33.21800000000001,-92.818,walk
202,-0.23334,0.29136,-0.9715600000000001,-23.334,29.136000000000003,-97.156,walk
203,-0.22992,0.31893,-0.9339400000000001,-22.992,31.892999999999997,-93.394,walk
204,-0.22779,0.31839,-0.9518800000000001,-22.779,31.839000000000002,-95.188,walk
205,-0.26280000000000003,0.3041,-0.9884100000000001,-26.280000000000005,30.41,-98.84100000000001,walk
206,-0.22463,0.34535,-0.93174,-22.463,34.535,-93.174,walk
207,-0.27802,0.30228,-0.97783,-27.802,30.228,-97.783,walk
208,-0.2759400000000001,0.33651,-0.9056500000000001,-27.59400000000001,33.650999999999996,-90.56500000000001,walk
209,-0.26486,0.34405,-0.8981,-26.486,34.405,-89.81,walk
210,-0.28557000000000005,0.3435399999999999,-0.95747,-28.557000000000002,34.35399999999999,-95.747,walk
211,-0.25533,0.38774000000000003,-0.902,-25.533,38.774,-90.2,walk
212,-0.28905,0.3506100000000001,-0.94355,-28.904999999999998,35.06100000000001,-94.355,walk
213,-0.26080000000000003,0.38543999999999995,-0.9001800000000002,-26.080000000000002,38.544,-90.01800000000001,walk
214,-0.26516,0.36569000000000007,-0.9149899999999999,-26.516000000000002,36.56900000000001,-91.49899999999998,walk
215,-0.2888900000000001,0.33579000000000003,-0.96485,-28.889000000000006,33.579,-96.485,walk
216,-0.24609999999999999,0.37616999999999995,-0.9004799999999998,-24.61,37.617,-90.04799999999999,walk
217,-0.25788000000000005,0.33125000000000004,-0.96735,-25.788000000000004,33.12500000000001,-96.735,walk
218,-0.23998999999999998,0.34749,-0.9188999999999998,-23.999,34.749,-91.88999999999999,walk
219,-0.27155999999999997,0.33405,-0.9090299999999999,-27.156,33.405,-90.90299999999999,walk
220,-0.28726,0.35172,-0.9349700000000002,-28.726,35.172,-93.49700000000001,walk
221,-0.27238,0.38464999999999994,-0.89386,-27.238,38.464999999999996,-89.386,walk
222,-0.30506,0.35235999999999995,-0.93351,-30.506,35.236,-93.351,walk
223,-0.27239,0.37226,-0.90554,-27.239,37.226,-90.554,walk
224,-0.2957,0.3455499999999999,-0.9058799999999999,-29.57,34.55499999999999,-90.588,walk
225,-0.28178000000000003,0.34528000000000003,-0.8928300000000001,-28.178,34.528000000000006,-89.28300000000002,walk
226,-0.23668,0.3257,-0.9173,-23.668,32.57,-91.73,walk
227,-0.23223,0.30067,-0.9682800000000001,-23.223,30.067,-96.82800000000002,walk
228,-0.21184999999999998,0.31648,-0.9254000000000001,-21.185,31.648,-92.54,walk
229,-0.24417000000000003,0.28368000000000004,-0.9600500000000001,-24.417,28.368000000000006,-96.00500000000001,walk
230,-0.24378999999999998,0.31426000000000004,-0.9181900000000002,-24.378999999999998,31.426000000000005,-91.81900000000002,walk
231,-0.25188,0.32081000000000004,-0.91963,-25.188,32.081,-91.963,walk
232,-0.27984000000000003,0.3012,-0.97972,-27.984000000000005,30.12,-97.97200000000001,walk
233,-0.25110999999999994,0.34429999999999994,-0.9149299999999998,-25.110999999999997,34.42999999999999,-91.49299999999998,walk
234,-0.26902,0.33446999999999993,-0.92872,-26.901999999999997,33.446999999999996,-92.872,walk
235,-0.27728,0.34416000000000013,-0.8995799999999999,-27.728,34.41600000000001,-89.958,walk
236,-0.27298,0.35192,-0.9045799999999998,-27.298,35.192,-90.45799999999998,walk
237,-0.30976,0.33598,-0.9663200000000001,-30.976,33.598,-96.632,walk
238,-0.27083999999999997,0.35672999999999994,-0.9041899999999998,-27.084,35.672999999999995,-90.41899999999998,walk
239,-0.24837999999999996,0.30839999999999995,-0.94646,-24.837999999999997,30.839999999999996,-94.646,walk
240,-0.23376999999999998,0.31587,-0.9290600000000001,-23.377,31.587,-92.906,walk
241,-0.22365,0.32653999999999994,-0.9303199999999999,-22.365,32.653999999999996,-93.032,walk
242,-0.24385,0.30039,-1.00134,-24.385,30.039,-100.13399999999999,walk
243,-0.17331000000000002,0.3338799999999999,-0.9274699999999997,-17.331000000000003,33.38799999999999,-92.74699999999997,walk
244,-0.18739000000000006,0.30685,-0.9579599999999999,-18.739000000000004,30.685,-95.79599999999999,walk
245,-0.20696,0.31774,-0.9514500000000001,-20.696,31.774000000000004,-95.14500000000001,walk
246,-0.17397,0.3502700000000001,-0.92739,-17.397000000000002,35.02700000000001,-92.739,walk
247,-0.21674000000000004,0.3318,-1.00234,-21.674000000000003,33.18,-100.234,walk
248,-0.21139,0.3587100000000001,-0.9140999999999999,-21.139,35.87100000000001,-91.41,walk
249,-0.22168000000000002,0.33142000000000005,-0.9315700000000001,-22.168000000000003,33.142,-93.15700000000001,walk
250,-0.21536999999999995,0.32316,-0.97615,-21.536999999999995,32.316,-97.615,walk
251,-0.19316999999999995,0.3475000000000001,-0.92322,-19.316999999999997,34.75000000000001,-92.322,walk
252,-0.23878,0.3170200000000001,-0.9761899999999999,-23.878,31.702000000000005,-97.61899999999999,walk
253,-0.21872,0.35202,-0.9072700000000004,-21.872,35.202,-90.72700000000003,walk
254,-0.22645000000000004,0.34445,-0.9060600000000002,-22.645000000000003,34.445,-90.60600000000002,walk
255,-0.25858000000000003,0.32959000000000005,-0.9683599999999999,-25.858,32.959,-96.83599999999998,walk
256,-0.13560999999999998,0.31300999999999995,-0.9501599999999999,-13.560999999999998,31.300999999999995,-95.01599999999999,walk
257,-0.018580000000000003,0.20412,-1.0157300000000002,-1.8580000000000003,20.412,-101.57300000000002,walk
258,-0.014530000000000003,0.23104000000000002,-0.9699899999999999,-1.4530000000000003,23.104000000000003,-96.999,walk
259,-0.056479999999999995,0.22809000000000001,-0.98393,-5.648,22.809,-98.393,walk
260,-0.0851,0.22011,-1.01537,-8.51,22.011,-101.53700000000002,walk
261,-0.07087,0.23632999999999998,-0.9817899999999998,-7.087,23.633,-98.17899999999999,walk
262,-0.08338999999999999,0.17396999999999999,-1.02478,-8.338999999999999,17.397,-102.47800000000001,walk
263,-0.09132,0.2548,-0.9467200000000001,-9.132,25.48,-94.67200000000001,walk
264,-0.14999,0.28861,-0.9690800000000002,-14.999,28.860999999999997,-96.90800000000002,walk
265,-0.18626,0.26782,-0.9973099999999999,-18.626,26.782,-99.731,walk
266,-0.17384999999999998,0.23007999999999995,-0.97387,-17.384999999999998,23.007999999999996,-97.387,walk
267,-0.20885,0.17622,-1.0368000000000002,-20.885,17.622,-103.68,walk
268,-0.16721,0.23068999999999998,-0.9654200000000002,-16.721,23.069,-96.54200000000002,walk
269,-0.20104,0.19942000000000001,-0.97198,-20.104,19.942,-97.198,walk
270,-0.21017999999999998,0.16927000000000003,-1.00842,-21.017999999999997,16.927000000000003,-100.84200000000001,walk
271,-0.12937,0.21660000000000007,-0.9649199999999999,-12.937000000000001,21.660000000000007,-96.49199999999999,walk
272,-0.16581000000000007,0.19395000000000004,-1.02915,-16.581000000000007,19.395000000000003,-102.91499999999999,walk
273,-0.15771000000000002,0.26643000000000006,-0.9595600000000002,-15.771,26.643000000000004,-95.95600000000002,walk
274,-0.1519,0.27218,-0.9546999999999999,-15.19,27.218,-95.46999999999998,walk
275,-0.18433,0.22767000000000004,-1.03328,-18.433,22.767000000000003,-103.32799999999999,walk
276,-0.12357,0.28985,-0.96166,-12.357,28.985,-96.166,walk
277,-0.12243999999999998,0.23652,-0.9873100000000001,-12.243999999999998,23.652,-98.73100000000001,walk
278,-0.12082000000000001,0.22094999999999998,-1.01121,-12.082,22.095,-101.121,walk
279,-0.08790999999999999,0.25844,-0.9629400000000001,-8.790999999999999,25.844,-96.29400000000001,walk
280,-0.14134,0.15581000000000003,-1.0228,-14.134,15.581000000000003,-102.28,walk
281,-0.10979000000000001,0.15169,-1.0058699999999998,-10.979000000000001,15.168999999999999,-100.58699999999999,walk
282,-0.05374,0.16172999999999998,-0.97913,-5.3740000000000006,16.173,-97.913,walk
283,-0.08579000000000002,0.08693999999999999,-1.0651899999999999,-8.579000000000002,8.693999999999999,-106.51899999999999,walk
