time,gFx,gFy,gFz,gFTotal
2.306,-0.296,-0.507,-1.182,1.320
2.316,-0.355,-0.543,-1.190,1.356
2.326,-0.417,-0.551,-1.212,1.395
2.336,-0.458,-0.517,-1.258,1.435
2.346,-0.459,-0.506,-1.283,1.453
2.356,-0.424,-0.547,-1.270,1.447
2.366,-0.389,-0.567,-1.244,1.421
2.376,-0.353,-0.555,-1.206,1.373
2.386,-0.317,-0.521,-1.154,1.306
2.396,-0.306,-0.445,-1.126,1.249
2.406,-0.272,-0.401,-1.135,1.234
2.416,-0.224,-0.394,-1.156,1.242
2.426,-0.215,-0.372,-1.178,1.254
2.436,-0.253,-0.329,-1.203,1.273
2.446,-0.321,-0.250,-1.260,1.324
2.455,-0.338,-0.210,-1.272,1.333
2.466,-0.316,-0.220,-1.233,1.291
2.475,-0.292,-0.233,-1.183,1.240
2.486,-0.273,-0.260,-1.138,1.199
2.495,-0.224,-0.269,-1.124,1.177
2.505,-0.177,-0.238,-1.118,1.156
2.516,-0.169,-0.193,-1.112,1.141
2.525,-0.181,-0.156,-1.096,1.121
2.535,-0.183,-0.164,-1.081,1.109
2.546,-0.190,-0.185,-1.084,1.116
2.555,-0.198,-0.178,-1.097,1.129
2.565,-0.192,-0.156,-1.113,1.141
2.575,-0.158,-0.125,-1.130,1.148
2.585,-0.157,-0.088,-1.163,1.176
2.595,-0.163,-0.058,-1.169,1.182
2.605,-0.156,-0.041,-1.166,1.177
2.615,-0.131,-0.023,-1.157,1.165
2.625,-0.082,0.001,-1.183,1.186
2.635,-0.104,-0.017,-1.203,1.207
2.645,-0.055,-0.081,-1.166,1.170
2.655,-0.008,-0.057,-1.116,1.117
2.665,-0.019,0.001,-1.094,1.094
2.675,-0.052,0.033,-1.099,1.101
2.685,-0.052,0.050,-1.028,1.030
2.695,-0.022,0.056,-0.899,0.901
2.705,-0.019,0.044,-0.788,0.790
2.715,-0.037,0.030,-0.708,0.710
2.725,-0.058,0.056,-0.698,0.703
2.735,-0.129,0.120,-0.772,0.792
2.745,-0.247,0.187,-0.855,0.910
2.755,-0.261,0.200,-0.919,0.976
2.765,-0.222,0.193,-0.939,0.984
2.775,-0.185,0.174,-0.907,0.942
2.785,-0.155,0.167,-0.831,0.862
2.795,-0.126,0.171,-0.776,0.805
2.805,-0.094,0.186,-0.767,0.795
2.815,-0.061,0.191,-0.766,0.791
2.825,-0.041,0.185,-0.761,0.784
2.835,-0.051,0.195,-0.748,0.774
2.845,-0.044,0.192,-0.703,0.730
2.855,-0.019,0.155,-0.633,0.651
2.865,-0.015,0.131,-0.585,0.600
2.875,-0.039,0.151,-0.587,0.607
2.885,-0.064,0.207,-0.640,0.676
2.895,-0.056,0.233,-0.707,0.746
2.905,-0.020,0.243,-0.771,0.808
2.915,0.048,0.232,-0.814,0.848
2.925,0.097,0.223,-0.819,0.855
2.935,0.113,0.211,-0.796,0.831
2.945,0.102,0.211,-0.762,0.798
2.955,0.073,0.218,-0.727,0.762
2.965,0.040,0.230,-0.693,0.731
2.975,0.034,0.228,-0.678,0.716
2.985,0.066,0.205,-0.674,0.708
2.995,0.106,0.170,-0.687,0.716
3.005,0.113,0.142,-0.729,0.751
3.015,0.120,0.127,-0.801,0.820
3.025,0.140,0.109,-0.885,0.902
3.035,0.158,0.091,-0.964,0.981
3.045,0.168,0.072,-1.053,1.069
3.055,0.164,0.057,-1.152,1.165
3.064,0.126,0.040,-1.232,1.239
3.075,0.083,0.016,-1.283,1.286
3.084,0.045,-0.024,-1.285,1.286
3.094,0.033,-0.076,-1.275,1.278
3.104,0.038,-0.091,-1.282,1.285
3.114,0.041,-0.074,-1.291,1.294
3.124,0.040,-0.086,-1.315,1.319
3.134,0.026,-0.126,-1.349,1.356
3.144,0.001,-0.168,-1.392,1.402
3.154,-0.044,-0.199,-1.416,1.431
3.164,-0.107,-0.234,-1.428,1.451
3.174,-0.155,-0.261,-1.442,1.474
3.184,-0.175,-0.276,-1.419,1.456
3.194,-0.162,-0.302,-1.345,1.388
3.204,-0.124,-0.317,-1.269,1.313
3.214,-0.065,-0.307,-1.199,1.239
3.224,-0.022,-0.299,-1.138,1.177
3.234,0.018,-0.312,-1.110,1.153
3.244,0.065,-0.349,-1.099,1.155
3.254,0.066,-0.360,-1.086,1.146
3.264,0.030,-0.351,-1.104,1.159
3.274,0.002,-0.338,-1.129,1.179
3.284,-0.016,-0.327,-1.147,1.192
3.294,-0.020,-0.331,-1.149,1.196
3.304,0.009,-0.355,-1.104,1.159
3.314,0.026,-0.392,-1.009,1.083
3.324,0.016,-0.393,-0.891,0.974
3.334,0.002,-0.374,-0.805,0.888
3.344,-0.022,-0.406,-0.778,0.878
3.354,-0.034,-0.484,-0.806,0.940
3.364,-0.011,-0.571,-0.871,1.041
3.374,0.045,-0.652,-0.945,1.149
3.384,0.083,-0.659,-1.030,1.226
3.394,0.045,-0.587,-1.177,1.316
3.404,-0.042,-0.527,-1.297,1.401
3.414,-0.112,-0.512,-1.367,1.464
3.424,-0.158,-0.496,-1.428,1.520
3.434,-0.191,-0.473,-1.464,1.551
3.444,-0.224,-0.464,-1.465,1.553
3.454,-0.253,-0.457,-1.424,1.517
3.464,-0.266,-0.439,-1.331,1.427
3.474,-0.284,-0.419,-1.208,1.309
3.484,-0.294,-0.413,-1.086,1.199
3.494,-0.303,-0.412,-0.996,1.120
3.504,-0.304,-0.401,-0.949,1.074
3.514,-0.310,-0.363,-0.931,1.047
3.524,-0.323,-0.327,-0.928,1.036
3.534,-0.320,-0.324,-0.938,1.042
3.544,-0.317,-0.321,-0.964,1.064
3.554,-0.302,-0.311,-1.010,1.099
3.564,-0.280,-0.317,-1.051,1.133
3.574,-0.272,-0.340,-1.087,1.171
3.584,-0.269,-0.312,-1.099,1.174
3.594,-0.270,-0.270,-1.089,1.154
3.604,-0.254,-0.231,-1.085,1.138
3.614,-0.218,-0.188,-1.104,1.141
3.623,-0.181,-0.121,-1.094,1.116
3.633,-0.151,-0.072,-1.046,1.059
3.643,-0.145,-0.117,-1.000,1.017
3.653,-0.169,-0.236,-0.971,1.014
3.663,-0.203,-0.312,-0.983,1.051
3.673,-0.214,-0.326,-1.043,1.114
3.683,-0.196,-0.306,-1.131,1.188
3.693,-0.184,-0.240,-1.217,1.254
3.703,-0.191,-0.199,-1.256,1.286
3.713,-0.206,-0.206,-1.240,1.274
3.723,-0.245,-0.223,-1.235,1.278
3.733,-0.256,-0.209,-1.252,1.294
3.743,-0.227,-0.217,-1.235,1.275
3.753,-0.204,-0.223,-1.210,1.248
3.763,-0.171,-0.196,-1.178,1.206
3.773,-0.135,-0.147,-1.144,1.161
3.783,-0.104,-0.102,-1.106,1.116
3.793,-0.093,-0.078,-1.075,1.081
3.803,-0.090,-0.069,-1.059,1.066
3.813,-0.072,-0.066,-1.048,1.052
3.823,-0.046,-0.060,-1.051,1.054
3.833,-0.019,-0.023,-1.073,1.074
3.843,-0.008,0.015,-1.085,1.085
3.853,0.006,0.026,-1.059,1.059
3.863,0.011,0.032,-1.046,1.047
3.873,0.012,0.045,-1.024,1.025
3.883,0.011,0.066,-0.995,0.997
3.893,0.001,0.079,-0.961,0.965
3.903,-0.016,0.092,-0.917,0.922
3.913,-0.025,0.100,-0.888,0.894
3.923,-0.026,0.120,-0.879,0.887
3.933,-0.032,0.125,-0.871,0.880
3.943,-0.051,0.113,-0.860,0.869
3.953,-0.070,0.122,-0.851,0.863
3.963,-0.077,0.138,-0.841,0.856
3.973,-0.067,0.140,-0.823,0.837
3.983,-0.058,0.152,-0.795,0.811
3.993,-0.060,0.157,-0.775,0.793
4.003,-0.071,0.152,-0.748,0.766
4.009,-0.074,0.146,-0.722,0.740
4.019,-0.077,0.144,-0.699,0.718
4.029,-0.081,0.144,-0.688,0.707
4.039,-0.078,0.149,-0.690,0.710
4.049,-0.075,0.165,-0.696,0.720
4.059,-0.087,0.183,-0.707,0.736
4.069,-0.084,0.183,-0.717,0.745
4.079,-0.064,0.182,-0.716,0.742
4.089,-0.046,0.188,-0.710,0.736
4.099,-0.033,0.187,-0.702,0.727
4.109,-0.018,0.187,-0.706,0.730
4.119,-0.007,0.192,-0.721,0.746
4.129,-0.009,0.193,-0.733,0.758
4.139,-0.006,0.182,-0.758,0.779
4.149,-0.000,0.180,-0.799,0.819
4.159,0.005,0.182,-0.844,0.863
4.169,0.006,0.185,-0.888,0.907
4.179,0.000,0.188,-0.920,0.939
4.189,-0.009,0.197,-0.938,0.959
4.199,-0.036,0.203,-0.955,0.977
4.209,-0.061,0.170,-0.981,0.998
4.219,-0.078,0.107,-1.016,1.024
4.229,-0.080,0.051,-1.058,1.063
4.239,-0.078,0.023,-1.116,1.119
4.249,-0.069,0.008,-1.167,1.169
4.259,-0.068,-0.010,-1.200,1.202
4.269,-0.059,-0.016,-1.195,1.197
4.279,-0.054,-0.021,-1.173,1.175
4.289,-0.068,-0.050,-1.183,1.186
4.299,-0.089,-0.091,-1.226,1.233
4.309,-0.128,-0.126,-1.298,1.310
4.319,-0.157,-0.158,-1.367,1.385
4.329,-0.140,-0.221,-1.381,1.405
4.339,-0.112,-0.308,-1.381,1.419
4.349,-0.099,-0.349,-1.363,1.410
4.359,-0.089,-0.358,-1.324,1.375
4.368,-0.101,-0.377,-1.270,1.329
4.378,-0.122,-0.399,-1.242,1.311
4.389,-0.113,-0.417,-1.237,1.311
4.398,-0.040,-0.434,-1.241,1.315
4.411,0.009,-0.465,-1.220,1.305
4.421,-0.009,-0.478,-1.211,1.302
4.431,-0.041,-0.455,-1.213,1.296
4.441,-0.058,-0.434,-1.181,1.260
4.451,-0.084,-0.420,-1.139,1.217
4.461,-0.102,-0.410,-1.110,1.188
4.471,-0.104,-0.415,-1.083,1.164
4.481,-0.118,-0.436,-1.068,1.160
4.491,-0.153,-0.458,-1.081,1.185
4.501,-0.160,-0.488,-1.055,1.173
4.511,-0.155,-0.504,-0.942,1.080
4.521,-0.173,-0.494,-0.797,0.953
4.531,-0.192,-0.511,-0.716,0.900
4.541,-0.206,-0.559,-0.715,0.931
4.550,-0.195,-0.579,-0.746,0.964
4.561,-0.145,-0.614,-0.800,1.019
4.571,-0.098,-0.669,-0.892,1.119
4.581,-0.072,-0.706,-0.994,1.222
4.591,-0.078,-0.708,-1.091,1.303
4.600,-0.124,-0.701,-1.186,1.383
4.611,-0.194,-0.682,-1.274,1.458
4.620,-0.280,-0.658,-1.347,1.525
4.630,-0.358,-0.644,-1.403,1.585
4.640,-0.425,-0.631,-1.415,1.607
4.650,-0.472,-0.617,-1.387,1.589
4.660,-0.486,-0.614,-1.309,1.525
4.671,-0.481,-0.590,-1.194,1.416
4.680,-0.476,-0.549,-1.077,1.300
4.690,-0.471,-0.505,-0.985,1.202
4.700,-0.449,-0.474,-0.893,1.106
4.710,-0.434,-0.451,-0.823,1.034
4.720,-0.417,-0.437,-0.786,0.991
4.730,-0.397,-0.452,-0.774,0.980
4.740,-0.372,-0.471,-0.792,0.994
4.750,-0.343,-0.494,-0.861,1.050
4.760,-0.313,-0.500,-0.979,1.143
4.770,-0.267,-0.464,-1.092,1.216
4.780,-0.228,-0.404,-1.173,1.262
4.790,-0.206,-0.363,-1.228,1.297
4.800,-0.170,-0.354,-1.211,1.274
4.810,-0.125,-0.386,-1.180,1.248
4.820,-0.070,-0.412,-1.165,1.238
4.830,-0.027,-0.389,-1.173,1.236
4.840,-0.027,-0.357,-1.245,1.295
4.850,-0.047,-0.323,-1.300,1.340
4.860,-0.092,-0.298,-1.337,1.373
4.870,-0.120,-0.284,-1.358,1.392
4.880,-0.091,-0.292,-1.357,1.391
4.890,-0.066,-0.298,-1.343,1.377
4.900,-0.068,-0.269,-1.342,1.370
4.910,-0.077,-0.226,-1.355,1.376
4.920,-0.084,-0.170,-1.360,1.373
4.930,-0.090,-0.117,-1.346,1.355
4.940,-0.097,-0.110,-1.305,1.313
4.950,-0.107,-0.125,-1.269,1.279
4.960,-0.127,-0.131,-1.252,1.265
4.970,-0.148,-0.125,-1.272,1.287
4.980,-0.175,-0.091,-1.297,1.312
4.990,-0.181,-0.044,-1.237,1.251
5.000,-0.167,0.002,-1.152,1.164
5.010,-0.152,0.035,-1.065,1.076
5.020,-0.147,0.056,-0.980,0.992
5.030,-0.146,0.081,-0.897,0.913
5.040,-0.154,0.106,-0.819,0.840
5.050,-0.176,0.105,-0.775,0.801
5.060,-0.189,0.078,-0.812,0.838
5.070,-0.155,0.056,-0.876,0.892
5.080,-0.110,0.083,-0.936,0.947
5.090,-0.089,0.105,-0.968,0.977
5.099,-0.072,0.117,-0.949,0.959
5.110,-0.062,0.131,-0.902,0.914
5.120,-0.063,0.138,-0.845,0.859
5.129,-0.065,0.160,-0.786,0.805
5.140,-0.061,0.198,-0.721,0.750
5.149,-0.061,0.220,-0.667,0.705
5.159,-0.055,0.215,-0.647,0.684
5.169,-0.045,0.184,-0.643,0.670
5.179,-0.033,0.155,-0.646,0.665
5.189,-0.032,0.158,-0.661,0.680
5.199,-0.037,0.184,-0.680,0.706
5.209,-0.041,0.193,-0.682,0.710
5.219,-0.033,0.198,-0.680,0.709
5.229,-0.005,0.203,-0.683,0.713
5.239,0.020,0.203,-0.706,0.735
5.249,0.019,0.207,-0.740,0.769
5.259,0.010,0.222,-0.753,0.785
5.269,0.001,0.213,-0.749,0.779
5.279,-0.002,0.182,-0.738,0.760
5.289,0.000,0.163,-0.719,0.737
5.299,0.004,0.151,-0.714,0.730
5.309,0.017,0.150,-0.743,0.758
5.319,0.048,0.165,-0.780,0.799
5.329,0.073,0.176,-0.826,0.848
5.339,0.090,0.180,-0.870,0.893
5.349,0.110,0.153,-0.896,0.916
5.359,0.104,0.089,-0.920,0.930
5.369,0.067,0.021,-0.964,0.967
5.379,0.035,-0.011,-1.028,1.029
5.389,0.005,-0.023,-1.098,1.099
5.399,-0.009,-0.033,-1.167,1.167
5.409,0.001,-0.052,-1.199,1.200
5.419,0.023,-0.090,-1.205,1.209
5.429,0.046,-0.163,-1.201,1.213
5.439,0.049,-0.227,-1.192,1.214
5.449,0.063,-0.259,-1.201,1.230
5.459,0.075,-0.277,-1.227,1.260
5.469,0.057,-0.292,-1.220,1.256
5.479,0.038,-0.311,-1.224,1.263
5.489,0.028,-0.315,-1.247,1.287
5.499,0.026,-0.309,-1.272,1.309
5.509,0.028,-0.345,-1.288,1.333
5.519,0.066,-0.435,-1.251,1.326
5.529,0.066,-0.600,-1.174,1.320
5.539,-0.258,-1.128,-1.315,1.752
5.549,-0.563,-1.286,-1.390,1.976
5.559,-0.307,-0.892,-1.242,1.560
5.569,-0.207,-0.657,-1.119,1.314
5.579,-0.232,-0.489,-1.041,1.174
5.589,-0.062,-0.312,-0.976,1.027
5.599,0.070,-0.253,-0.936,0.972
5.609,0.124,-0.271,-0.949,0.995
5.619,0.142,-0.294,-1.005,1.056
5.629,0.127,-0.317,-1.071,1.124
5.639,0.097,-0.329,-1.118,1.169
5.649,0.075,-0.314,-1.152,1.197
5.659,0.076,-0.283,-1.121,1.159
5.668,0.099,-0.303,-1.019,1.067
5.679,0.133,-0.315,-0.893,0.956
5.689,0.162,-0.303,-0.790,0.861
5.699,0.143,-0.280,-0.759,0.822
5.709,0.080,-0.272,-0.771,0.822
5.719,-0.003,-0.296,-0.776,0.830
5.728,-0.064,-0.357,-0.784,0.863
5.738,-0.082,-0.448,-0.818,0.936
5.749,-0.074,-0.564,-0.898,1.063
5.758,-0.077,-0.647,-1.018,1.208
5.768,-0.083,-0.671,-1.181,1.361
5.778,-0.083,-0.668,-1.337,1.497
5.788,-0.103,-0.641,-1.449,1.587
5.798,-0.130,-0.580,-1.500,1.613
5.808,-0.150,-0.525,-1.483,1.580
5.818,-0.176,-0.501,-1.422,1.518
5.828,-0.193,-0.506,-1.331,1.437
5.838,-0.208,-0.497,-1.237,1.349
5.848,-0.223,-0.467,-1.154,1.265
5.858,-0.236,-0.432,-1.078,1.185
5.868,-0.266,-0.405,-1.034,1.142
5.878,-0.289,-0.404,-1.018,1.133
5.888,-0.305,-0.411,-1.017,1.138
5.898,-0.303,-0.422,-1.037,1.160
5.908,-0.284,-0.432,-1.061,1.180
5.918,-0.250,-0.434,-1.068,1.179
5.928,-0.213,-0.414,-1.061,1.158
5.938,-0.199,-0.366,-1.052,1.132
5.948,-0.195,-0.313,-1.042,1.105
5.958,-0.194,-0.286,-1.002,1.060
5.968,-0.192,-0.285,-0.952,1.012
5.978,-0.186,-0.299,-0.927,0.991
5.988,-0.172,-0.318,-0.960,1.026
5.998,-0.141,-0.318,-1.033,1.090
6.008,-0.106,-0.280,-1.107,1.147
6.018,-0.097,-0.224,-1.181,1.206
6.028,-0.108,-0.196,-1.212,1.233
6.038,-0.108,-0.173,-1.220,1.237
6.048,-0.076,-0.158,-1.212,1.225
6.058,-0.046,-0.163,-1.187,1.199
6.068,-0.048,-0.161,-1.166,1.178
6.078,-0.069,-0.126,-1.154,1.163
6.088,-0.089,-0.091,-1.134,1.141
6.098,-0.099,-0.076,-1.126,1.133
6.108,-0.096,-0.082,-1.130,1.137
6.118,-0.087,-0.092,-1.136,1.143
6.128,-0.085,-0.082,-1.137,1.143
6.138,-0.085,-0.062,-1.134,1.139
6.148,-0.092,-0.036,-1.130,1.134
6.158,-0.098,-0.010,-1.114,1.119
6.168,-0.098,0.019,-1.081,1.086
6.178,-0.092,0.047,-1.035,1.040
6.188,-0.088,0.064,-0.983,0.989
6.198,-0.084,0.065,-0.932,0.938
6.208,-0.087,0.047,-0.895,0.901
6.218,-0.100,0.024,-0.868,0.874
